	B cell_Fcmr high(Liver)	B cell_Jchain high(Liver)	Dendritic cell_Cst3 high(Liver)	Dendritic cell_Siglech high(Liver)	Endothelial cell(Liver)	Epithelia cell_Spp1 high(Liver)	Epithelial cell(Liver)	Erythroblast_Hbb-bs high(Liver)	Erythroblast_Hbb-bt high(Liver)	Granulocyte(Liver)	Hepatocyte_Fabp1 high(Liver)	Hepatocyte_mt-Nd4 high(Liver)	Kuppfer cell(Liver)	Macrophage_Chil3 high(Liver)	Neutrophil_Ngp high(Liver)	Pericentral (PC) hepatocytes(Liver)	Periportal (PP) hepatocyte(Liver)	Stromal cell(Liver)	T cell_Gzma high(Liver)	T cell_Trbc2 high(Liver)
11x17	1.548147e-10	1.5499492e-10	1.5519667e-10	1.5505199e-10	1.5511559e-10	1.5480317e-10	1.5496124e-10	0.009622751	0.0034621467	1.5515376e-10	0.016527975	1.5516796e-10	1.5485603e-10	1.5503838e-10	0.025396075	0.06407741	0.8748733	1.5501946e-10	1.5488055e-10	0.006040322
11x19	3.622591e-10	3.6213132e-10	3.6191314e-10	3.617006e-10	3.6221492e-10	3.613489e-10	3.6130135e-10	3.6202635e-10	3.6189174e-10	3.6168196e-10	0.028485829	3.622916e-10	3.6182204e-10	3.6152953e-10	0.0668704	3.6302966e-10	0.9046438	3.6166609e-10	3.6220663e-10	3.6168607e-10
11x21	1.4138433e-10	1.4141778e-10	1.4130076e-10	1.4125036e-10	1.4111842e-10	1.4104012e-10	1.4103903e-10	1.4137273e-10	1.4110388e-10	1.4114884e-10	0.019415997	0.019501755	0.007825925	1.4109931e-10	0.008697359	0.1542519	0.79030704	1.4115827e-10	1.413652e-10	1.4135225e-10
11x23	1.1950366e-10	1.1973798e-10	1.1974301e-10	1.1960377e-10	0.0030943335	1.1963845e-10	1.1937062e-10	1.1968797e-10	1.194139e-10	1.1947951e-10	0.031156152	1.1949387e-10	1.1953581e-10	1.1974986e-10	1.1947608e-10	0.16819979	0.79179025	1.1940911e-10	0.0057594213	1.1947335e-10
11x25	0.006300654	1.1706346e-10	1.1707818e-10	1.17206e-10	1.1714542e-10	1.1717201e-10	1.1708132e-10	0.009262883	1.170764e-10	1.173111e-10	0.028362466	0.0077147186	0.005707984	1.1725852e-10	0.009533451	0.15650858	0.77660924	1.1730909e-10	1.1702773e-10	2.276146e-08
11x27	1.7976234e-10	1.7990984e-10	1.7960297e-10	1.7993969e-10	1.7994552e-10	1.7975274e-10	0.00028381366	1.8005263e-10	1.7965746e-10	1.795944e-10	0.024782555	1.7954063e-10	1.7990812e-10	1.7974039e-10	0.015447326	0.050098106	0.9093882	1.7997778e-10	1.7979972e-10	1.799929e-10
11x29	1.320066e-10	1.322392e-10	1.3191875e-10	1.3210082e-10	1.3192959e-10	0.00043198795	1.3196835e-10	1.319248e-10	1.318946e-10	1.3202021e-10	0.017365431	1.3221652e-10	0.0060082143	1.3210383e-10	0.03989814	0.08518537	0.8511109	1.3198295e-10	1.3220568e-10	1.3205975e-10
11x31	8.966102e-11	8.9671964e-11	0.0046681846	8.960187e-11	8.948932e-11	8.939873e-11	8.9614004e-11	8.9649226e-11	8.9629734e-11	8.948232e-11	0.013375185	8.961128e-11	8.9684635e-11	8.954788e-11	0.0026047686	0.084470466	0.89488137	8.95156e-11	8.947805e-11	8.9488465e-11
11x33	1.1953992e-10	1.1954951e-10	1.1971904e-10	1.1947131e-10	0.0103517	1.1969734e-10	1.1967657e-10	1.1976288e-10	1.196428e-10	1.1974279e-10	0.016112339	1.1975901e-10	1.1974143e-10	1.1969666e-10	0.04995184	0.16450126	0.75908285	1.1970329e-10	1.1972429e-10	1.1972841e-10
11x35	9.144746e-11	9.144798e-11	9.161052e-11	9.137283e-11	9.1591824e-11	9.139254e-11	9.146647e-11	9.1523365e-11	9.135925e-11	9.148846e-11	0.023852132	0.0005487187	0.0062625455	9.134914e-11	0.024332097	0.08829115	0.85671335	9.12732e-11	9.137999e-11	9.134182e-11
11x37	9.021543e-11	9.0198064e-11	9.0319946e-11	9.0320286e-11	9.019926e-11	9.009111e-11	9.0078396e-11	9.031047e-11	9.024039e-11	9.036336e-11	0.02218592	9.019995e-11	9.0150415e-11	0.0042394707	0.017140644	0.120078385	0.83419377	9.0184984e-11	9.0273275e-11	0.00216182
11x39	1.2015416e-10	1.202938e-10	1.2002703e-10	1.2002521e-10	1.202124e-10	1.200868e-10	1.2021927e-10	1.201796e-10	1.2001994e-10	1.2002131e-10	0.0130379135	1.2006184e-10	1.2006984e-10	1.2029404e-10	0.032276545	0.11990582	0.83477974	1.2002886e-10	1.2017502e-10	1.2016081e-10
11x41	8.723128e-11	8.7283875e-11	8.719884e-11	8.710558e-11	8.728221e-11	8.728504e-11	8.720699e-11	8.716459e-11	8.725391e-11	8.730452e-11	0.029393977	8.728953e-11	0.0046046283	8.7310346e-11	0.017332954	0.19385298	0.75481546	8.721697e-11	8.7131836e-11	8.7104754e-11
11x43	1.2828032e-10	1.2824386e-10	1.2842526e-10	1.2815315e-10	1.2837381e-10	1.2818445e-10	1.2832511e-10	1.2829132e-10	1.2829647e-10	1.2831507e-10	0.03803417	1.2822773e-10	1.2826001e-10	1.2817197e-10	0.0024200755	0.17223959	0.7873062	1.2841668e-10	1.2841325e-10	1.2827103e-10
11x45	0.007827198	1.2735549e-10	1.2724842e-10	1.2740409e-10	0.0010980305	1.2728459e-10	0.00042022343	1.2721905e-10	1.2714604e-10	1.2728435e-10	0.012779704	1.2720934e-10	1.273866e-10	1.274104e-10	0.0138175	0.08540416	0.8786532	1.2724162e-10	1.2735453e-10	1.271606e-10
11x7	2.5161623e-10	2.5173336e-10	2.5184668e-10	2.5141764e-10	2.5138694e-10	2.5140034e-10	2.511789e-10	2.5142338e-10	2.5149915e-10	2.5189137e-10	0.021080542	2.5251962e-10	2.5180924e-10	2.5175065e-10	0.02339856	0.02447153	0.9310494	2.5171223e-10	2.5205238e-10	2.519202e-10
11x9	1.9666353e-10	1.9651766e-10	1.9651543e-10	1.9662752e-10	1.9656603e-10	1.9652291e-10	1.9673856e-10	1.9657352e-10	1.9640863e-10	1.9657238e-10	0.03076775	1.9646221e-10	1.9637529e-10	1.9641011e-10	0.009813233	0.06451809	0.894901	1.9647495e-10	1.9657352e-10	1.964813e-10
12x10	1.6212398e-10	1.6245118e-10	1.6221863e-10	1.621116e-10	1.621147e-10	1.6225979e-10	1.6220841e-10	1.6224741e-10	1.6216511e-10	1.6244776e-10	0.032777067	0.0031648974	0.0068984465	1.6206586e-10	0.087118626	0.057233397	0.81280756	1.6219666e-10	1.623985e-10	1.6210049e-10
12x12	1.9243679e-10	1.9270455e-10	1.9266853e-10	1.9225298e-10	1.9237147e-10	1.9259211e-10	1.9249001e-10	1.926814e-10	1.9253482e-10	1.9243898e-10	0.031241585	1.9284795e-10	1.9256162e-10	1.9274388e-10	0.010058402	0.17792352	0.7807765	1.9261855e-10	1.9272439e-10	1.926711e-10
12x14	1.657771e-10	1.6614017e-10	1.656513e-10	1.6587262e-10	1.6604387e-10	1.6575338e-10	1.658122e-10	1.6602456e-10	1.658144e-10	1.6611133e-10	0.015620501	1.6587325e-10	1.6596408e-10	1.6591407e-10	0.037422776	0.108830266	0.8381264	1.6567626e-10	1.6564498e-10	1.6569301e-10
12x16	1.2453341e-10	1.2460706e-10	1.247419e-10	1.2472572e-10	1.247664e-10	1.2452771e-10	1.2463748e-10	1.2474309e-10	1.2480662e-10	1.2469241e-10	0.023495035	1.2476807e-10	1.2481163e-10	1.2453959e-10	0.024415618	0.058635972	0.8933105	1.246898e-10	1.2471002e-10	0.00014286043
12x18	1.5609286e-10	1.5626564e-10	1.5618726e-10	1.5613187e-10	1.5626714e-10	1.5617388e-10	0.0010662863	0.0060438346	1.5591552e-10	1.5607737e-10	0.03525283	1.5609257e-10	1.5623733e-10	1.5608155e-10	1.5609852e-10	0.061751354	0.8958857	1.5626146e-10	1.561566e-10	1.5626593e-10
12x20	0.00968556	2.9283953e-10	2.925431e-10	2.9239974e-10	0.009917073	2.9205693e-10	2.9202293e-10	2.9249903e-10	2.9263017e-10	2.9206082e-10	0.010819544	2.9262678e-10	2.9244715e-10	2.9203912e-10	0.025778089	0.12632275	0.81747705	2.925487e-10	2.9219177e-10	2.9267147e-10
12x22	1.5343171e-10	1.5356463e-10	1.5385371e-10	1.5389039e-10	1.5369854e-10	1.5355321e-10	1.5362966e-10	1.5394029e-10	1.5382406e-10	1.5380588e-10	1.5383375e-10	1.5388892e-10	1.5379883e-10	1.536282e-10	0.014011321	0.18653114	0.7994576	1.5383815e-10	1.5364021e-10	1.5383932e-10
12x24	0.0048217312	1.3056421e-10	1.3063994e-10	1.3049549e-10	1.3055873e-10	1.3067059e-10	1.3041687e-10	1.3071895e-10	1.3072494e-10	1.3060905e-10	0.03739754	1.3080899e-10	1.3084019e-10	1.3076633e-10	0.010668003	0.17819019	0.761829	1.3064243e-10	0.007093531	1.3050645e-10
12x26	9.649747e-11	9.6441355e-11	9.652361e-11	9.650741e-11	9.642131e-11	9.641781e-11	0.00047470856	1.1055484e-09	9.632792e-11	9.649729e-11	0.012200474	9.64949e-11	9.6542024e-11	9.635015e-11	0.005471645	0.1756031	0.80625004	9.644466e-11	9.6385996e-11	9.657112e-11
12x28	2.0507335e-10	2.052557e-10	2.0490327e-10	2.0516254e-10	2.0512655e-10	2.0527216e-10	2.0506749e-10	2.0535086e-10	2.0519816e-10	2.0527606e-10	0.012710151	2.053023e-10	2.0497519e-10	0.017305749	0.031136211	0.04888345	0.86588323	2.0511326e-10	0.024081197	2.0509487e-10
12x30	7.721856e-11	7.726099e-11	7.736363e-11	7.730226e-11	7.735935e-11	7.724243e-11	7.7232554e-11	7.727072e-11	7.732704e-11	7.734504e-11	0.015283015	0.0053163692	0.003331187	7.725318e-11	0.0135008255	0.100133285	0.8606426	0.001792741	7.723978e-11	7.718911e-11
12x32	8.0899724e-11	8.086455e-11	8.0976295e-11	8.100843e-11	8.095174e-11	8.087087e-11	8.0954826e-11	8.0967955e-11	8.10075e-11	8.0933836e-11	0.0069474494	0.012962484	8.084944e-11	8.0916544e-11	0.04670887	0.07535921	0.85802203	8.091933e-11	8.0906976e-11	8.091639e-11
12x34	1.3221191e-10	1.3222501e-10	1.3215669e-10	1.320219e-10	0.0043006674	1.3197256e-10	1.3198037e-10	1.3194487e-10	1.32069e-10	1.321451e-10	0.031202398	1.3204432e-10	1.3212317e-10	1.3224268e-10	0.008267305	0.09255372	0.8636759	1.320554e-10	1.3195443e-10	1.3203726e-10
12x36	9.687145e-11	9.71025e-11	9.696332e-11	9.69073e-11	9.70105e-11	9.6915254e-11	9.706028e-11	9.688549e-11	9.690989e-11	9.692191e-11	0.02876481	9.698386e-11	9.7010684e-11	9.697775e-11	0.013259916	0.15756163	0.8004136	9.7075285e-11	9.699329e-11	9.6999034e-11
12x38	1.545322e-10	1.5466402e-10	1.5475284e-10	1.5470208e-10	1.5456433e-10	1.5473277e-10	1.5470769e-10	1.5490818e-10	1.5478767e-10	1.5467908e-10	0.058039114	1.5497348e-10	1.5471448e-10	1.5460504e-10	0.016091106	0.079580925	0.84628886	1.5496728e-10	1.5467139e-10	1.545726e-10
12x40	4.7429277e-10	4.745181e-10	4.743444e-10	4.742865e-10	4.740486e-10	4.7472004e-10	4.7452986e-10	4.747254e-10	4.742765e-10	4.745661e-10	0.07575042	4.7459414e-10	4.744394e-10	4.748024e-10	4.7473087e-10	0.0059973774	0.91825217	4.7423043e-10	4.752437e-10	4.7433985e-10
12x42	1.12358824e-10	1.1235667e-10	1.1258773e-10	1.125757e-10	1.1260297e-10	1.1245316e-10	1.1241992e-10	1.12464316e-10	1.1250208e-10	1.1239998e-10	0.031652372	0.007968626	1.1243085e-10	1.12405994e-10	0.009157349	0.14586672	0.80535495	1.1248812e-10	1.12460034e-10	1.1240556e-10
12x44	1.0494701e-10	1.04944615e-10	1.0496242e-10	1.0489318e-10	1.050776e-10	1.0501169e-10	1.0489258e-10	1.04935206e-10	1.0505235e-10	0.003878128	0.037398376	1.0485257e-10	1.0502751e-10	1.04959826e-10	0.021697054	0.13176338	0.8001351	1.04859975e-10	0.0051279766	1.0507941e-10
12x46	0.0076993424	1.6979339e-10	0.008966935	1.7024611e-10	1.701594e-10	1.7013378e-10	1.6993174e-10	1.6991164e-10	1.7008381e-10	1.7010814e-10	0.030687077	1.6982837e-10	1.7013735e-10	1.7010847e-10	0.014024041	0.11450717	0.82411546	1.6991229e-10	1.7026881e-10	1.701406e-10
12x6	7.1599304e-10	7.1632356e-10	7.1681566e-10	7.1648754e-10	7.177418e-10	7.161829e-10	7.175201e-10	7.1679646e-10	7.1690864e-10	7.177815e-10	0.039596472	7.181129e-10	7.1777195e-10	7.1638645e-10	0.031852253	0.07417057	0.8543807	7.178952e-10	7.1619793e-10	7.161897e-10
12x8	1.3726476e-10	1.3740384e-10	1.3735482e-10	0.00419095	1.3725218e-10	1.3734489e-10	1.371237e-10	1.3736531e-10	1.371454e-10	0.0076038674	0.038259767	1.3703794e-10	1.3720924e-10	1.3724982e-10	0.00584292	0.1160676	0.8231906	1.3709363e-10	1.3735482e-10	0.0048442055
13x11	1.7691351e-10	0.010375099	1.7659256e-10	1.7662927e-10	1.7683019e-10	1.7684605e-10	1.7668084e-10	1.7679376e-10	1.7667914e-10	1.7677691e-10	0.011830357	1.7662152e-10	1.7675703e-10	1.7682918e-10	0.037361063	0.14901344	0.79142004	1.7692667e-10	1.7658851e-10	1.7697392e-10
13x13	2.7135508e-10	2.7142288e-10	2.7108352e-10	2.712552e-10	2.7166738e-10	2.7146796e-10	2.7145966e-10	2.711466e-10	2.7131108e-10	2.7133543e-10	0.05116213	2.7166738e-10	2.71323e-10	2.7161606e-10	2.7109331e-10	0.10979454	0.8390434	2.7150523e-10	2.711647e-10	2.7121175e-10
13x15	1.0866542e-10	1.0868781e-10	1.0870999e-10	1.0863433e-10	1.0856515e-10	1.0851236e-10	1.0858999e-10	1.0859434e-10	1.08570326e-10	1.0853844e-10	0.009050344	1.0874462e-10	1.08504074e-10	1.08527874e-10	0.010977837	0.047238626	0.9296019	1.0866915e-10	1.0863144e-10	0.003131248
13x17	1.6150098e-10	1.614597e-10	1.6192571e-10	1.6107306e-10	1.6145416e-10	1.614634e-10	1.611957e-10	1.613384e-10	1.6134272e-10	1.6136889e-10	0.0373987	1.613738e-10	0.0015211975	1.6141381e-10	0.017878981	0.14561442	0.7975867	1.6101562e-10	1.6130487e-10	1.6155027e-10
13x19	2.6025218e-10	2.5965124e-10	2.599466e-10	2.595126e-10	2.604682e-10	2.6004773e-10	2.5983257e-10	2.597746e-10	2.6002345e-10	2.6019362e-10	0.022684932	0.0001282603	2.6014202e-10	2.6010233e-10	0.016955148	0.10984681	0.85038483	2.5953095e-10	2.5976074e-10	2.6017577e-10
13x21	1.8722045e-10	1.8711621e-10	0.01016003	1.8714584e-10	1.8724546e-10	1.8729332e-10	1.8720868e-10	1.874663e-10	1.8740981e-10	1.8726223e-10	0.020388633	1.874209e-10	1.8701489e-10	1.8730333e-10	0.015916316	0.2359689	0.71756613	1.8701024e-10	1.8726833e-10	1.8703843e-10
13x23	1.6111407e-10	1.6117892e-10	1.6129795e-10	1.6144168e-10	1.6132409e-10	1.6121181e-10	1.61013e-10	1.614072e-10	1.6119736e-10	0.0027632413	0.020258293	1.6160003e-10	1.6109286e-10	1.6138503e-10	0.00406968	0.19322212	0.7796867	1.6118998e-10	1.6123795e-10	1.6113866e-10
13x25	0.0073551685	2.0715635e-10	2.0716662e-10	2.0710894e-10	2.0732989e-10	2.0759024e-10	2.0739277e-10	2.0748735e-10	2.0745529e-10	2.0724567e-10	0.016833555	2.0751108e-10	2.0703549e-10	2.0710973e-10	0.021332586	0.13873415	0.8157445	2.0735284e-10	2.0748615e-10	2.0722432e-10
13x27	1.1307147e-10	1.13175254e-10	1.1335002e-10	1.1311137e-10	0.0037415044	1.1315561e-10	1.13069956e-10	1.13090017e-10	1.13063274e-10	1.1328798e-10	0.008339606	1.13196626e-10	0.0056663235	0.003845724	0.0050528874	0.034155108	0.93919885	1.13172235e-10	1.1316856e-10	1.1328929e-10
13x29	1.08073744e-10	1.08267895e-10	1.08141385e-10	1.08104053e-10	1.0811786e-10	1.0825096e-10	1.08133336e-10	1.0814922e-10	1.08072926e-10	1.0829991e-10	0.022798244	1.08264585e-10	1.0822351e-10	1.0818388e-10	0.016285341	0.06547773	0.8905407	0.0048979437	1.0818924e-10	1.0821772e-10
13x31	1.2407421e-10	1.2407633e-10	1.2401577e-10	1.2406473e-10	1.2411823e-10	1.2379055e-10	1.2375843e-10	1.2390441e-10	1.2408913e-10	1.2404085e-10	0.038856752	1.2387345e-10	1.2397083e-10	0.0048460257	0.0028473143	0.07387016	0.8795797	1.2408984e-10	1.240974e-10	1.240004e-10
13x33	0.004205212	1.4022622e-10	1.4018585e-10	1.4007519e-10	1.4024842e-10	1.4009763e-10	1.4002337e-10	1.4020697e-10	1.4024949e-10	1.4016419e-10	0.022579838	1.4027222e-10	1.4010913e-10	1.4013879e-10	0.018970758	0.02834489	0.9258993	1.4005516e-10	1.4014949e-10	1.4016499e-10
13x35	1.0010841e-10	9.995958e-11	9.98763e-11	9.990907e-11	9.993557e-11	1.0007175e-10	1.0002614e-10	9.995139e-11	9.9896494e-11	1.001042e-10	0.026030548	9.994394e-11	1.0004313e-10	9.994128e-11	0.016743245	0.12017076	0.8293429	0.0023847104	0.005327855	1.00084156e-10
13x37	2.252332e-10	2.2534405e-10	2.2537541e-10	2.2534319e-10	0.006562092	2.2554787e-10	2.2516446e-10	2.2525552e-10	2.2554054e-10	2.2556033e-10	0.038960498	2.2519193e-10	2.2526327e-10	2.2531654e-10	0.026949223	0.07510425	0.85242397	2.2516575e-10	2.2535222e-10	2.2544938e-10
13x39	0.0026051698	7.872395e-11	7.869979e-11	7.8666615e-11	0.0056457017	7.869964e-11	7.869753e-11	7.876075e-11	7.868733e-11	7.871465e-11	0.023963455	7.8930536e-11	7.878915e-11	7.865221e-11	7.869137e-11	0.17268603	0.7950996	7.870699e-11	7.869424e-11	7.8746176e-11
13x41	9.7554645e-11	9.759819e-11	9.770212e-11	9.7548136e-11	9.7607686e-11	9.757828e-11	9.762445e-11	9.76101e-11	9.771703e-11	9.777949e-11	0.021494638	9.77504e-11	9.774276e-11	9.780822e-11	0.0155044645	0.07202298	0.8909779	9.775488e-11	9.7742196e-11	9.7627795e-11
13x43	9.3935144e-11	9.394374e-11	9.3907375e-11	9.3776355e-11	9.39269e-11	9.388803e-11	9.3886246e-11	9.394142e-11	9.397959e-11	9.4014185e-11	0.036266875	9.397027e-11	0.0044342945	9.3990156e-11	0.0105205355	0.21653552	0.73224276	9.394321e-11	9.391561e-11	9.394535e-11
13x45	0.0054718177	8.3225024e-11	0.009661026	8.305376e-11	8.3179325e-11	8.306374e-11	8.311874e-11	8.301892e-11	8.3148384e-11	8.304268e-11	0.029477987	8.306232e-11	8.299248e-11	8.3038396e-11	0.002573722	0.23260365	0.7202118	8.315045e-11	8.301211e-11	8.3280764e-11
13x5	3.0078248e-10	3.006236e-10	3.0054736e-10	3.0062072e-10	3.0042185e-10	3.005061e-10	3.0031014e-10	3.0073086e-10	3.0042932e-10	3.008915e-10	0.020807318	3.01112e-10	3.007016e-10	3.008875e-10	0.030547433	0.07282464	0.87582064	3.0105685e-10	3.0064137e-10	3.0100344e-10
13x7	2.2018821e-10	2.205522e-10	2.2048785e-10	2.2015335e-10	2.204252e-10	2.2004756e-10	2.2012395e-10	2.2046262e-10	2.2055388e-10	2.201731e-10	0.032499928	2.2031676e-10	2.2018946e-10	2.2029281e-10	0.010794922	0.016063154	0.940642	2.204824e-10	2.2060774e-10	2.2064689e-10
