	B cell_Fcmr high(Liver)	B cell_Jchain high(Liver)	Dendritic cell_Cst3 high(Liver)	Dendritic cell_Siglech high(Liver)	Endothelial cell(Liver)	Epithelia cell_Spp1 high(Liver)	Epithelial cell(Liver)	Erythroblast_Hbb-bs high(Liver)	Erythroblast_Hbb-bt high(Liver)	Granulocyte(Liver)	Hepatocyte_Fabp1 high(Liver)	Hepatocyte_mt-Nd4 high(Liver)	Kuppfer cell(Liver)	Macrophage_Chil3 high(Liver)	Neutrophil_Ngp high(Liver)	Pericentral (PC) hepatocytes(Liver)	Periportal (PP) hepatocyte(Liver)	Stromal cell(Liver)	T cell_Gzma high(Liver)	T cell_Trbc2 high(Liver)
17x61	2.4045732e-10	2.4059313e-10	2.403381e-10	2.4014704e-10	2.4001653e-10	2.3998312e-10	2.3990668e-10	2.4006552e-10	2.4034957e-10	2.4027624e-10	2.402602e-10	2.3994237e-10	2.4011634e-10	2.406404e-10	2.402107e-10	0.40402475	0.5959753	2.406014e-10	2.4007973e-10	2.4038305e-10
18x50	9.988963e-10	1.001e-09	1.0002519e-09	9.987572e-10	1.0007251e-09	1.0010878e-09	0.000908835	9.993669e-10	9.985591e-10	9.996148e-10	9.991763e-10	0.098143235	1.0002613e-09	1.0004579e-09	1.0010763e-09	0.42951062	0.45792934	9.989649e-10	1.0001354e-09	0.013507902
18x52	1.2162046e-09	1.215481e-09	1.2164781e-09	1.2149595e-09	1.2164063e-09	1.2167498e-09	1.214422e-09	1.2162579e-09	1.2161859e-09	1.2146143e-09	1.2164457e-09	1.217279e-09	1.2155622e-09	1.2172721e-09	1.2166338e-09	0.41509786	0.5849021	1.2140977e-09	1.2163809e-09	1.2141115e-09
18x54	9.045701e-10	9.0538305e-10	9.039596e-10	9.0324936e-10	9.056024e-10	9.0452695e-10	9.0509644e-10	9.0540375e-10	9.0443203e-10	9.052829e-10	9.045735e-10	9.045408e-10	9.040129e-10	0.023292935	0.008796432	0.29320672	0.67470396	9.057268e-10	9.0376817e-10	9.042734e-10
18x56	3.8975267e-10	3.9036052e-10	3.9035603e-10	3.892074e-10	3.901439e-10	3.8927572e-10	3.8938933e-10	3.9038808e-10	3.8957654e-10	3.9047146e-10	3.9034934e-10	3.901982e-10	0.003307186	3.8999137e-10	3.89717e-10	0.4127601	0.5753818	0.008550858	3.9033668e-10	3.8953343e-10
18x58	2.2550047e-10	2.2566869e-10	2.257492e-10	2.2521893e-10	2.2548712e-10	2.2539165e-10	2.2513429e-10	2.2527517e-10	2.2541015e-10	2.2564717e-10	2.2534566e-10	2.253607e-10	2.2586935e-10	2.2567385e-10	2.2531946e-10	0.38920903	0.6107909	2.2558476e-10	2.2552196e-10	2.2557144e-10
18x60	1.2510616e-10	1.2514077e-10	1.251718e-10	1.2504461e-10	1.2535266e-10	1.2497046e-10	1.2494805e-10	1.2502076e-10	1.2515342e-10	1.2500907e-10	1.2510663e-10	1.2511667e-10	1.2522505e-10	1.2516249e-10	1.2515676e-10	0.4273717	0.57262826	1.2514077e-10	1.2520522e-10	1.252401e-10
18x62	1.2485736e-10	1.2473762e-10	1.2465297e-10	1.2485427e-10	1.2485284e-10	1.2470575e-10	0.00065674476	1.2471764e-10	1.2461779e-10	1.2469481e-10	1.2487236e-10	0.005654873	1.2474714e-10	1.2479807e-10	1.2480665e-10	0.6228353	0.3708531	1.2461326e-10	1.2463489e-10	1.2473952e-10
19x39	2.7935237e-10	2.7990973e-10	2.8018696e-10	2.7924582e-10	0.00847674	2.800507e-10	2.7969574e-10	2.797528e-10	2.793742e-10	0.007795541	2.801704e-10	2.7943017e-10	2.7979338e-10	2.801704e-10	2.8003685e-10	0.46973038	0.5139974	2.7962693e-10	2.7962746e-10	2.7978375e-10
19x41	2.0867211e-10	2.0848871e-10	2.0840205e-10	2.0872624e-10	2.0878836e-10	0.0034561828	2.0836388e-10	2.08929e-10	2.0852171e-10	2.0862395e-10	2.0875372e-10	2.0893177e-10	2.0853444e-10	2.0908525e-10	2.086745e-10	0.3731991	0.6233447	2.0895809e-10	2.0888435e-10	2.0880231e-10
19x43	2.9205424e-10	2.9226543e-10	2.9261518e-10	2.9244052e-10	2.927715e-10	2.9191835e-10	2.919629e-10	2.9220135e-10	2.9213615e-10	2.922855e-10	0.009610153	2.9222197e-10	2.9220135e-10	2.927151e-10	2.9206482e-10	0.38628706	0.60410273	2.922175e-10	2.920236e-10	2.924015e-10
19x45	1.9167996e-10	1.9170263e-10	1.9176882e-10	1.9143954e-10	1.9142238e-10	1.9175417e-10	1.9165547e-10	1.9142896e-10	1.917187e-10	1.915407e-10	1.9149067e-10	1.9156994e-10	1.9195362e-10	1.9165401e-10	1.913866e-10	0.4496943	0.54683596	0.0034697265	1.9178893e-10	1.9173882e-10
19x47	0.019881926	7.4455553e-10	7.444448e-10	0.016836213	7.442829e-10	7.452574e-10	7.457053e-10	7.44601e-10	7.4546924e-10	7.445882e-10	7.452546e-10	7.453967e-10	7.452276e-10	7.4511386e-10	7.457309e-10	0.4759642	0.4873177	7.4501155e-10	7.460994e-10	7.4469186e-10
19x49	8.6415936e-10	8.651374e-10	8.6412316e-10	8.647331e-10	8.637491e-10	8.644989e-10	8.6467217e-10	8.645187e-10	8.636667e-10	8.6435553e-10	8.6585217e-10	0.03275901	8.6604374e-10	8.6452867e-10	8.652958e-10	0.36332718	0.6039138	8.641165e-10	8.645501e-10	8.65649e-10
19x51	1.4465237e-09	1.4441639e-09	1.4437618e-09	1.4430459e-09	0.10561998	1.4452963e-09	1.4396013e-09	1.4435166e-09	1.4407797e-09	1.442138e-09	1.4429689e-09	1.4421737e-09	1.4407715e-09	1.4414889e-09	1.4441169e-09	0.4414625	0.45291752	1.4425121e-09	1.4420003e-09	1.4413981e-09
19x53	6.2536015e-10	6.259938e-10	6.266306e-10	6.251908e-10	6.253124e-10	6.2603084e-10	6.257193e-10	6.267728e-10	6.2580763e-10	6.270071e-10	6.263187e-10	6.255761e-10	6.260213e-10	6.255832e-10	6.2710165e-10	0.45211524	0.54788476	6.249094e-10	6.270682e-10	6.26902e-10
19x55	3.8418488e-10	3.8391607e-10	3.8380182e-10	3.8398637e-10	3.8388312e-10	3.8423328e-10	3.8299958e-10	3.8414752e-10	3.836101e-10	3.837667e-10	3.8433e-10	3.836064e-10	3.841153e-10	3.8355447e-10	3.8387651e-10	0.38187736	0.61810964	3.8344916e-10	3.8328463e-10	1.3015439e-05
19x57	2.7158123e-10	2.7187405e-10	2.7156102e-10	2.713979e-10	2.7170505e-10	2.7154703e-10	2.7159988e-10	2.7153615e-10	2.7110147e-10	0.0067053596	2.7190464e-10	2.7144503e-10	2.715284e-10	2.7160452e-10	0.0061779334	0.43753484	0.5495819	2.7176209e-10	2.7140204e-10	2.7134872e-10
19x59	2.0277682e-10	2.0306012e-10	2.0289366e-10	2.0280468e-10	0.009574416	2.03219e-10	2.0318139e-10	2.033256e-10	2.0296526e-10	0.0068425443	2.0320698e-10	2.0284181e-10	2.0368464e-10	2.0325967e-10	2.0308376e-10	0.5167454	0.4668376	2.0265656e-10	2.0286542e-10	2.0294318e-10
19x61	1.0011298e-10	1.0007346e-10	1.0004655e-10	1.0002079e-10	1.00043494e-10	9.993936e-11	1.0014353e-10	1.0009045e-10	1.0013876e-10	1.00085294e-10	1.0018289e-10	1.00101906e-10	1.0001029e-10	1.0005991e-10	1.0006849e-10	0.54000586	0.4599941	1.0004426e-10	1.002022e-10	1.0019932e-10
20x34	2.3688498e-10	2.373961e-10	2.3681362e-10	2.369044e-10	2.370979e-10	2.3721053e-10	2.3693153e-10	2.3715535e-10	2.367039e-10	2.3668853e-10	2.3681723e-10	2.371386e-10	2.368954e-10	2.3679328e-10	2.3678878e-10	0.40845492	0.59154505	2.3703142e-10	2.3708793e-10	2.3683033e-10
20x36	6.133718e-10	6.1483707e-10	6.1369826e-10	6.1466826e-10	6.143588e-10	6.1375793e-10	6.129718e-10	6.148453e-10	6.1420996e-10	6.1462957e-10	6.1356015e-10	6.1350747e-10	6.1341154e-10	6.1387034e-10	6.132267e-10	0.4898876	0.5101124	6.130162e-10	6.1443495e-10	6.150435e-10
20x38	1.9530617e-10	1.9544219e-10	1.9553764e-10	1.9547092e-10	1.9537846e-10	0.0043663876	1.9562048e-10	1.9507795e-10	1.9497343e-10	1.9537771e-10	1.9531028e-10	1.9508949e-10	1.952503e-10	1.9517472e-10	1.954694e-10	0.42256996	0.5730637	1.9504484e-10	1.95088e-10	1.9533003e-10
20x40	2.292921e-10	2.2916617e-10	2.2923001e-10	2.2891104e-10	2.2892588e-10	2.2909144e-10	2.2927765e-10	2.2903157e-10	2.2892503e-10	2.2943819e-10	2.2902066e-10	0.01947479	2.2939925e-10	2.2945089e-10	2.2948067e-10	0.40127406	0.57925117	2.2932227e-10	2.2909755e-10	2.2935287e-10
20x42	1.7759319e-10	1.7739006e-10	1.7738734e-10	1.7742594e-10	0.0060564107	1.7718378e-10	1.7753392e-10	1.7752172e-10	1.7733695e-10	1.7728927e-10	1.7752884e-10	1.7741883e-10	1.7733999e-10	1.7735588e-10	1.772054e-10	0.4359561	0.5579875	1.7750514e-10	1.7754441e-10	1.7763553e-10
20x44	1.33539e-10	1.3346135e-10	1.3335778e-10	1.3350233e-10	1.3347076e-10	1.3347509e-10	1.3351915e-10	1.3336134e-10	1.3353009e-10	0.002646234	1.3351328e-10	1.3359533e-10	1.3362819e-10	1.3330234e-10	1.3338423e-10	0.5088624	0.4862923	0.0021990458	1.3344481e-10	1.33326e-10
20x46	1.0443898e-10	1.0459207e-10	1.0441208e-10	1.0442504e-10	1.0455558e-10	1.0439358e-10	1.04438375e-10	1.04696064e-10	1.04613825e-10	0.00508749	1.0446528e-10	0.006100875	1.04571136e-10	1.0460564e-10	1.0463717e-10	0.5375734	0.45123816	1.0441309e-10	1.0466552e-10	1.0461822e-10
20x48	7.3606476e-10	7.3718454e-10	7.3645096e-10	7.3688516e-10	7.37418e-10	7.362754e-10	7.3675027e-10	7.3594403e-10	7.3588363e-10	7.3613776e-10	7.3676004e-10	7.3779083e-10	7.3820605e-10	7.376234e-10	7.379175e-10	0.49495304	0.50504696	7.378668e-10	7.370918e-10	7.360732e-10
20x50	7.748998e-10	0.050710592	7.7683404e-10	7.75543e-10	7.754425e-10	7.7506096e-10	7.736342e-10	7.750816e-10	0.0054946095	7.7765533e-10	7.748969e-10	7.751437e-10	7.761261e-10	7.7471807e-10	7.7604473e-10	0.4013973	0.39402103	7.749516e-10	0.14837654	7.75444e-10
20x52	1.0010743e-09	1.0006888e-09	9.996033e-10	1.0004483e-09	9.994564e-10	1.0003165e-09	9.982543e-10	9.997538e-10	9.989095e-10	1.000435e-09	1.000433e-09	1.0007021e-09	9.994985e-10	9.989952e-10	9.991686e-10	0.4725198	0.5274802	9.996147e-10	9.991838e-10	9.996357e-10
20x54	3.700834e-10	3.6960726e-10	3.6959102e-10	3.6929576e-10	3.7013423e-10	3.6911688e-10	3.6948952e-10	3.7028042e-10	3.6970596e-10	3.7005446e-10	3.704259e-10	3.7008838e-10	3.6958892e-10	3.6942047e-10	3.7000789e-10	0.49415886	0.5058412	3.6903172e-10	3.6928663e-10	3.6967424e-10
20x56	3.5371536e-10	3.5307973e-10	3.5386113e-10	3.5360745e-10	3.5405626e-10	3.5368097e-10	3.530703e-10	3.5367018e-10	3.537518e-10	3.5420958e-10	3.5390163e-10	3.5388206e-10	3.5482153e-10	3.5360406e-10	3.538598e-10	0.38301033	0.6169897	3.5401235e-10	3.535434e-10	3.542623e-10
20x58	3.3924405e-10	3.3929906e-10	3.3955283e-10	3.3951786e-10	0.010876822	3.3880954e-10	3.3914635e-10	3.3960207e-10	3.3972386e-10	3.3905648e-10	3.3961892e-10	3.3913472e-10	3.3900602e-10	3.395891e-10	0.0076001952	0.5039486	0.47757438	3.3947772e-10	3.3911338e-10	3.3971348e-10
20x60	1.179731e-10	1.1794071e-10	1.1795173e-10	1.1778492e-10	1.1777954e-10	1.178782e-10	1.176713e-10	1.1779235e-10	0.0018903486	1.179081e-10	1.1799516e-10	1.179488e-10	1.1803862e-10	1.1795442e-10	1.1807329e-10	0.5210293	0.47708032	1.1798391e-10	1.1810865e-10	1.178647e-10
20x62	8.99911e-11	9.0048614e-11	9.011562e-11	9.0152594e-11	8.993773e-11	9.007799e-11	8.9936184e-11	9.001633e-11	9.009243e-11	9.0031094e-11	9.014313e-11	9.0062874e-11	9.0068196e-11	9.004466e-11	9.0138313e-11	0.5554345	0.44456542	9.000139e-11	9.006424e-11	9.014347e-11
21x33	1.8724136e-10	1.8739284e-10	1.8739713e-10	1.8752336e-10	1.8734923e-10	1.8732638e-10	1.870215e-10	1.872603e-10	1.8737997e-10	1.8749473e-10	1.8720708e-10	1.8727958e-10	1.8720565e-10	1.8718564e-10	1.8796917e-10	0.43722263	0.5627774	1.8745183e-10	1.8738641e-10	1.8755554e-10
21x35	1.5680118e-10	1.565621e-10	1.5687207e-10	1.5695946e-10	1.5687537e-10	1.5657524e-10	1.5658688e-10	1.5683407e-10	1.5684455e-10	1.5667233e-10	1.5687147e-10	1.5661407e-10	1.5676081e-10	0.0060815965	1.569475e-10	0.55650395	0.43516204	0.0022524775	1.5686669e-10	1.5667592e-10
21x37	1.6421282e-10	1.6443316e-10	1.6407163e-10	1.6403627e-10	1.6439491e-10	1.6417807e-10	1.642501e-10	1.6426076e-10	0.002812538	1.6401717e-10	1.6422096e-10	1.643626e-10	1.643761e-10	1.6416335e-10	1.6415866e-10	0.49632803	0.50085944	1.6404472e-10	1.6405097e-10	1.6421878e-10
21x39	1.7460759e-10	1.746349e-10	1.7471087e-10	1.7469354e-10	1.7483753e-10	1.7469187e-10	1.7467955e-10	1.7461657e-10	1.7451904e-10	1.7463424e-10	1.748192e-10	0.014042434	1.748082e-10	1.746279e-10	1.7528663e-10	0.32843813	0.6575194	1.7465424e-10	1.7480152e-10	1.7495597e-10
21x41	1.2587772e-10	1.2586907e-10	1.2603292e-10	0.0038666667	1.262191e-10	1.2577044e-10	1.2584939e-10	1.2589284e-10	1.2602644e-10	1.2580308e-10	1.2587052e-10	1.2582972e-10	1.2585226e-10	1.2582635e-10	1.2588805e-10	0.43203744	0.55830353	0.005792344	1.2599446e-10	1.2598797e-10
21x43	1.7480914e-10	1.7473581e-10	1.7473548e-10	1.7455659e-10	1.7458988e-10	1.7456091e-10	1.747058e-10	1.7493457e-10	1.7455291e-10	0.0025112175	1.7494121e-10	1.7472614e-10	1.7484715e-10	1.7475446e-10	1.7448135e-10	0.5448132	0.45032194	0.0023536147	1.7495425e-10	1.746102e-10
21x45	1.7019756e-10	1.706598e-10	1.7032681e-10	1.7020406e-10	1.7026673e-10	1.7038043e-10	1.702651e-10	1.7034371e-10	1.7013721e-10	1.7063571e-10	1.705547e-10	1.7038335e-10	1.7060318e-10	0.005463237	1.7054722e-10	0.5686806	0.42585623	1.7053584e-10	1.704542e-10	1.7049909e-10
21x47	1.7406161e-10	1.742081e-10	1.7413865e-10	1.7418318e-10	0.0056691165	1.742277e-10	1.7407854e-10	1.7415328e-10	1.7448243e-10	1.7415529e-10	1.7408121e-10	1.7430182e-10	0.015723728	1.7408884e-10	1.7439027e-10	0.47165915	0.48546067	0.021487331	1.7444517e-10	1.7406893e-10
21x49	6.8092904e-10	6.8034095e-10	6.818257e-10	6.809173e-10	6.8179457e-10	6.8005296e-10	6.813396e-10	6.817022e-10	0.0110942125	6.811018e-10	6.811603e-10	0.05313152	1.23293e-09	6.814708e-10	6.8132394e-10	0.48290813	0.40269643	0.050169703	6.821093e-10	6.8137723e-10
21x51	3.6415157e-10	0.0047227447	3.650445e-10	3.6371425e-10	3.6472989e-10	3.6445313e-10	3.6324907e-10	0.0185975	3.639988e-10	3.6463255e-10	3.6393355e-10	0.017836811	3.6522904e-10	3.6455117e-10	3.6406198e-10	0.43549553	0.52334744	3.633939e-10	3.6483078e-10	3.6492684e-10
21x53	5.504693e-10	5.5219707e-10	5.506027e-10	5.502646e-10	5.5106386e-10	5.49675e-10	5.508832e-10	5.511396e-10	5.5081384e-10	5.5063837e-10	5.503003e-10	5.506772e-10	5.511858e-10	5.5101024e-10	5.511554e-10	0.56833655	0.43166348	5.5027405e-10	5.5121846e-10	5.5084637e-10
21x55	2.7360939e-10	2.741668e-10	2.7381458e-10	2.7431224e-10	2.7405753e-10	2.7350192e-10	2.7363967e-10	0.009695308	2.7422747e-10	2.7429967e-10	2.7410615e-10	2.7383965e-10	2.7393315e-10	2.735421e-10	2.7426775e-10	0.46144134	0.5288634	2.7357394e-10	2.7365793e-10	2.743049e-10
21x57	2.6538835e-10	2.6515865e-10	2.6522087e-10	2.6473063e-10	2.6536356e-10	2.6546682e-10	2.6510302e-10	2.6531752e-10	2.648569e-10	2.650737e-10	2.6538227e-10	0.013113416	2.6553723e-10	2.6553315e-10	2.6490893e-10	0.48254177	0.50434476	2.6561167e-10	2.6548913e-10	2.6497865e-10
21x59	2.0024328e-10	2.0027689e-10	2.0032732e-10	2.0007225e-10	2.0025702e-10	2.0027842e-10	1.9992995e-10	2.0041752e-10	1.9996085e-10	0.0023726672	2.0004935e-10	2.00057e-10	0.01498915	2.0001502e-10	2.0019518e-10	0.6059138	0.3736784	0.0030460306	2.0033689e-10	2.0027154e-10
21x61	1.09468046e-10	1.09569145e-10	1.0957144e-10	1.09746934e-10	0.010842397	1.09641275e-10	1.0958148e-10	1.0962873e-10	1.0963834e-10	1.095633e-10	1.0967704e-10	1.09955406e-10	1.0962852e-10	1.0964148e-10	1.09719726e-10	0.50727344	0.48043177	0.0014524409	1.0967369e-10	1.09517534e-10
22x32	0.0032719697	1.2325521e-10	1.2332813e-10	1.2314008e-10	1.2321927e-10	1.2328084e-10	1.2313632e-10	1.2340012e-10	1.2324605e-10	1.2338765e-10	1.233347e-10	1.2319482e-10	1.2312974e-10	1.2313069e-10	1.233707e-10	0.49478242	0.49956957	1.230511e-10	1.232705e-10	0.0023759427
22x34	9.964053e-11	9.978127e-11	9.96356e-11	9.9700984e-11	9.953226e-11	9.953663e-11	9.95615e-11	9.978108e-11	9.974511e-11	9.967551e-11	9.9812866e-11	9.953852e-11	9.969148e-11	9.966923e-11	9.972286e-11	0.53389835	0.46610165	9.972001e-11	9.967133e-11	9.9610514e-11
22x36	1.264749e-10	1.2675141e-10	1.2673958e-10	1.2665186e-10	1.2655237e-10	1.2644837e-10	1.2647781e-10	1.2645657e-10	1.266748e-10	1.2666876e-10	1.2672603e-10	1.2661418e-10	1.266219e-10	1.2669607e-10	1.2661658e-10	0.4413084	0.5586916	1.2645464e-10	1.267415e-10	1.2665065e-10
22x38	1.2065117e-10	1.2091773e-10	1.2063554e-10	1.2064864e-10	1.2070274e-10	1.2077944e-10	0.00063453935	1.2091612e-10	1.2065417e-10	1.2087414e-10	1.2065325e-10	1.2078036e-10	1.2076906e-10	1.2069835e-10	1.2068317e-10	0.4636591	0.53570634	1.2083842e-10	1.2069239e-10	1.2060838e-10
22x40	1.0102354e-10	1.01280914e-10	1.0121719e-10	1.00990986e-10	1.0115677e-10	1.00964404e-10	1.0088952e-10	1.01079825e-10	1.0118958e-10	1.01179155e-10	1.01202706e-10	1.0109717e-10	1.009931e-10	1.01190355e-10	1.01209464e-10	0.44661376	0.5483258	1.01020074e-10	0.0050604586	1.01210616e-10
22x42	2.4305283e-10	2.4275817e-10	2.4251706e-10	2.42673e-10	2.4260915e-10	2.4286237e-10	2.429569e-10	2.429745e-10	1.7046418e-06	2.424805e-10	2.427577e-10	2.4255176e-10	2.4247823e-10	2.4271465e-10	2.4280403e-10	0.4627618	0.53295344	0.0042829984	2.4280217e-10	2.430431e-10
22x44	2.8456493e-10	2.846811e-10	2.849544e-10	2.8503588e-10	2.8435604e-10	2.8468816e-10	2.8478264e-10	2.847854e-10	2.8486252e-10	2.843604e-10	2.8455627e-10	2.8471314e-10	2.8455083e-10	2.8441732e-10	2.84458e-10	0.5356271	0.4643728	2.8486793e-10	2.84837e-10	2.8473215e-10
22x46	1.4776672e-10	1.4802708e-10	1.4786397e-10	1.4761066e-10	1.4783239e-10	1.4775234e-10	1.477143e-10	1.4791504e-10	1.4791644e-10	0.0028737157	1.4773853e-10	0.008386522	1.4798249e-10	1.479489e-10	1.4767063e-10	0.5211619	0.4650199	0.002557929	1.4775713e-10	1.4778391e-10
22x48	0.009586416	2.754308e-10	2.7546496e-10	2.7526276e-10	2.750035e-10	2.7463867e-10	2.7478747e-10	2.7529373e-10	2.7514988e-10	2.7477387e-10	2.751898e-10	2.75078e-10	2.753394e-10	2.747618e-10	2.751221e-10	0.5895993	0.40081435	2.747204e-10	2.7465752e-10	2.7489547e-10
22x50	2.0725723e-10	2.0706639e-10	2.0710113e-10	2.0757371e-10	0.010836478	2.0681888e-10	2.072074e-10	2.0687847e-10	2.0708218e-10	2.0721967e-10	2.0739999e-10	2.0702648e-10	2.0694833e-10	2.075361e-10	2.07226e-10	0.45542336	0.52709424	2.0717818e-10	2.0741699e-10	0.0066458792
22x52	1.5387948e-10	1.5364252e-10	1.5364252e-10	1.5378324e-10	1.5356723e-10	1.5357397e-10	1.5382726e-10	1.5394583e-10	1.5358392e-10	1.5391588e-10	1.5391793e-10	1.5369937e-10	1.5373955e-10	1.5383811e-10	0.0011093601	0.59767056	0.40122005	1.5365482e-10	1.5379616e-10	1.535886e-10
22x54	3.2041575e-10	3.2064928e-10	3.2101402e-10	3.209589e-10	0.012508382	3.204249e-10	3.2050315e-10	3.2110037e-10	3.2055328e-10	3.2043895e-10	3.2108932e-10	3.2060649e-10	3.2054534e-10	3.2055816e-10	3.2098157e-10	0.5157135	0.4717781	3.207753e-10	3.2052272e-10	3.2074776e-10
22x56	2.7763988e-10	2.7750277e-10	2.7758323e-10	2.7704108e-10	2.774779e-10	2.775806e-10	2.7750066e-10	2.7703212e-10	2.7725466e-10	2.7700725e-10	2.778894e-10	2.7720018e-10	2.7754726e-10	2.7698507e-10	2.7699407e-10	0.5090157	0.49098426	2.7766214e-10	2.7724195e-10	2.7710925e-10
22x58	1.3103907e-10	1.3131005e-10	1.3130502e-10	1.3109583e-10	1.3140199e-10	1.3105657e-10	1.3119288e-10	1.3118062e-10	1.3122341e-10	1.3122566e-10	1.3103882e-10	0.0071142246	1.3132632e-10	1.3104408e-10	1.3112808e-10	0.5465475	0.44633833	1.3116261e-10	1.3111383e-10	1.3109733e-10
22x60	2.2176463e-10	2.216475e-10	2.2210499e-10	2.220584e-10	2.2212789e-10	2.2212195e-10	2.2198259e-10	2.22055e-10	2.2159087e-10	2.2190258e-10	2.219538e-10	2.2169994e-10	2.2191654e-10	2.2214525e-10	2.2211474e-10	0.52712655	0.47287348	2.215465e-10	2.2165512e-10	2.2215668e-10
22x62	8.733016e-11	8.740715e-11	8.746669e-11	8.7410315e-11	8.7348816e-11	8.739465e-11	8.7301014e-11	8.737781e-11	0.0032349594	8.732617e-11	8.748871e-11	8.742549e-11	8.723826e-11	8.746318e-11	8.7362645e-11	0.437907	0.55885804	8.729502e-11	8.737015e-11	8.7343494e-11
23x29	1.7586305e-10	1.7604024e-10	1.7575942e-10	1.7556843e-10	1.7600768e-10	1.7569306e-10	1.7565854e-10	1.7584861e-10	0.0059387535	1.7576378e-10	1.7583185e-10	0.007401596	1.7569439e-10	1.7558888e-10	1.758835e-10	0.47221464	0.51444507	1.7564449e-10	1.7589724e-10	1.7598788e-10
23x31	1.5259999e-10	1.5243795e-10	1.5267043e-10	1.5263259e-10	0.005467913	1.523307e-10	1.5251736e-10	1.5230689e-10	1.5259999e-10	1.5231094e-10	1.5253045e-10	1.5248915e-10	1.524173e-10	1.5240742e-10	1.5226302e-10	0.52873164	0.46580043	1.5258426e-10	1.525572e-10	1.5245104e-10
