	x	y	new_x	new_y	pixel_x	pixel_y	cluster
21x7	21	7	21.04	7.03	11959.8	6631.1	0
21x9	21	9	21.06	9.04	11967.0	7438.9	2
21x11	21	11	21.01	11.05	11950.1	8242.4	2
21x13	21	13	21.0	13.09	11945.5	9059.8	4
21x15	21	15	21.0	15.04	11945.4	9844.5	2
21x17	21	17	21.02	17.04	11954.6	10644.7	0
21x19	21	19	21.02	19.03	11952.1	11441.3	0
21x21	21	21	20.98	21.04	11938.0	12248.3	3
21x23	21	23	21.01	23.04	11948.3	13048.8	3
22x4	22	4	21.98	4.08	12301.1	5450.3	0
22x6	22	6	22.06	6.07	12328.3	6245.3	0
22x8	22	8	22.07	8.09	12333.5	7056.8	0
22x10	22	10	22.1	10.08	12342.0	7854.3	2
22x12	22	12	22.04	12.07	12320.6	8652.0	2
22x14	22	14	22.05	14.06	12325.6	9451.6	3
22x16	22	16	22.05	16.08	12323.2	10260.5	2
22x18	22	18	22.06	18.08	12327.0	11061.5	0
22x20	22	20	22.04	20.07	12319.9	11859.0	0
22x22	22	22	22.04	22.07	12319.8	12659.8	0
22x24	22	24	22.03	24.06	12315.9	13459.0	1
23x3	23	3	22.98	3.1	12660.5	5055.5	1
23x5	23	5	22.98	5.08	12661.6	5848.9	1
23x7	23	7	23.05	7.06	12687.3	6641.9	2
23x9	23	9	23.09	9.06	12698.6	7446.7	0
23x11	23	11	23.06	11.08	12691.0	8254.1	2
23x13	23	13	23.04	13.07	12683.7	9054.5	1
23x15	23	15	23.05	15.06	12686.2	9852.1	2
23x17	23	17	23.02	17.06	12673.5	10654.4	2
23x19	23	19	23.06	19.05	12687.8	11452.5	2
23x21	23	21	23.02	21.05	12675.8	12252.7	2
23x23	23	23	23.04	23.06	12682.9	13056.8	1
24x4	24	4	23.98	4.1	13020.0	5458.8	0
24x6	24	6	24.04	6.05	13044.1	6237.8	2
24x8	24	8	24.06	8.07	13049.9	7048.7	3
24x10	24	10	24.08	10.07	13057.7	7852.5	2
24x12	24	12	24.04	12.1	13042.6	8664.0	1
24x14	24	14	24.02	14.04	13037.2	9443.4	1
24x16	24	16	24.04	16.06	13042.5	10251.2	0
24x18	24	18	24.06	18.06	13052.2	11053.7	0
24x20	24	20	24.01	20.05	13032.4	11852.8	0
24x22	24	22	24.02	22.04	13037.6	12648.2	1
24x24	24	24	24.04	24.03	13043.8	13447.2	3
25x3	25	3	25.0	3.08	13388.8	5049.7	0
25x5	25	5	24.99	5.05	13385.3	5837.2	2
25x7	25	7	25.07	7.06	13413.5	6644.9	0
25x9	25	9	25.07	9.07	13416.6	7448.8	0
25x11	25	11	25.07	11.07	13415.8	8250.9	0
25x13	25	13	25.03	13.05	13402.0	9044.7	1
25x15	25	15	25.03	15.05	13401.7	9845.5	2
25x17	25	17	25.04	17.05	13402.7	10647.9	1
25x19	25	19	25.06	19.05	13410.7	11449.1	0
25x21	25	21	25.02	21.04	13396.5	12247.1	1
25x23	25	23	25.04	23.03	13403.1	13047.8	1
25x25	25	25	25.04	25.02	13402.9	13845.4	0
26x4	26	4	25.98	3.99	13743.6	5414.5	2
26x6	26	6	26.04	6.0	13766.9	6218.3	2
26x8	26	8	26.05	8.03	13770.5	7031.6	1
26x10	26	10	26.08	10.03	13778.2	7832.7	0
26x12	26	12	26.03	12.0	13762.8	8622.3	3
26x14	26	14	26.02	14.01	13756.5	9430.2	3
26x16	26	16	26.04	16.02	13766.0	10236.8	0
26x18	26	18	26.04	18.02	13766.6	11037.5	2
26x20	26	20	26.0	19.99	13750.8	11827.9	1
26x22	26	22	26.01	21.99	13756.0	12630.2	1
26x24	26	24	26.03	24.01	13760.7	13438.9	3
27x3	27	3	26.98	3.01	14105.3	5020.2	3
27x5	27	5	26.97	5.0	14101.0	5819.2	2
27x7	27	7	27.03	6.99	14122.7	6614.9	1
27x9	27	9	27.05	9.0	14131.5	7423.2	1
27x11	27	11	27.04	11.02	14125.2	8232.7	1
27x13	27	13	27.01	13.0	14117.0	9027.0	1
27x15	27	15	27.01	15.01	14117.2	9832.7	0
27x17	27	17	27.02	17.02	14120.5	10637.3	0
27x19	27	19	27.05	18.99	14129.7	11426.8	3
27x21	27	21	27.0	20.99	14110.7	12227.4	1
27x23	27	23	27.01	23.0	14115.7	13032.7	3
27x25	27	25	27.03	25.0	14123.9	13837.3	3
28x4	28	4	27.98	4.0	14465.4	5418.3	2
28x6	28	6	28.03	5.98	14484.4	6212.0	3
28x8	28	8	28.06	8.02	14493.9	7029.0	3
28x10	28	10	28.06	10.03	14496.0	7832.6	1
28x12	28	12	28.01	12.0	14478.1	8624.9	1
28x14	28	14	28.02	14.0	14481.0	9426.1	1
28x16	28	16	28.03	16.0	14485.1	10229.4	1
28x18	28	18	28.05	18.01	14490.6	11033.4	0
28x20	28	20	27.98	20.0	14466.6	11831.7	1
28x22	28	22	28.0	21.99	14472.9	12628.7	0
28x24	28	24	28.03	24.01	14482.6	13438.0	3
28x26	28	26	28.07	26.0	14496.9	14237.4	0
29x3	29	3	28.98	3.02	14827.6	5023.7	0
29x5	29	5	28.96	4.99	14819.5	5814.5	0
29x7	29	7	29.04	6.99	14850.3	6615.5	1
29x9	29	9	29.06	9.02	14855.0	7431.2	1
29x11	29	11	29.04	11.02	14847.2	8230.9	0
29x13	29	13	29.01	13.01	14837.8	9028.0	3
29x15	29	15	29.02	15.0	14840.3	9827.1	5
29x17	29	17	29.03	17.0	14846.9	10628.0	1
29x19	29	19	29.04	18.99	14847.9	11427.1	1
29x21	29	21	29.0	20.96	14835.1	12217.6	1
29x23	29	23	29.0	22.97	14835.0	13022.9	1
29x25	29	25	29.05	24.99	14851.6	13832.6	0
29x27	29	27	29.04	26.98	14847.3	14629.1	0
30x4	30	4	29.92	4.02	15167.0	5426.8	1
30x6	30	6	29.99	6.05	15193.2	6237.1	1
30x8	30	8	30.0	8.07	15196.6	7048.0	1
30x10	30	10	30.06	10.06	15217.1	7846.3	0
30x12	30	12	29.95	12.05	15178.1	8642.9	0
30x14	30	14	30.04	14.04	15208.8	9443.4	0
30x16	30	16	30.02	16.02	15202.2	10237.0	1
30x18	30	18	29.98	17.99	15189.0	11023.8	1
30x20	30	20	29.98	19.99	15186.9	11827.7	0
30x22	30	22	29.92	21.99	15167.4	12629.1	1
30x24	30	24	30.03	24.02	15207.2	13442.5	3
30x26	30	26	30.03	26.01	15206.9	14242.4	3
30x28	30	28	29.96	27.98	15182.3	15030.0	0
31x3	31	3	30.94	3.05	15535.0	5036.6	1
31x5	31	5	30.9	5.0	15521.0	5817.3	1
31x7	31	7	30.97	7.06	15546.5	6642.6	1
31x9	31	9	31.02	9.14	15564.3	7478.5	0
31x11	31	11	31.01	11.04	15559.6	8239.2	1
31x13	31	13	30.95	13.01	15537.6	9029.9	0
31x15	31	15	31.02	15.01	15563.4	9831.6	0
31x17	31	17	31.0	17.02	15556.3	10637.2	3
31x19	31	19	30.98	19.0	15548.9	11430.5	0
31x21	31	21	30.97	20.97	15545.7	12218.9	2
31x23	31	23	30.99	23.02	15552.6	13040.4	0
31x25	31	25	31.0	25.01	15558.2	13841.2	3
31x27	31	27	30.98	26.96	15548.5	14621.3	3
31x29	31	29	30.95	28.99	15537.9	15434.8	1
32x4	32	4	31.95	4.02	15898.9	5423.2	0
32x6	32	6	31.96	6.06	15901.7	6243.7	1
32x8	32	8	32.03	8.11	15926.5	7065.7	1
32x10	32	10	32.05	10.09	15936.5	7858.3	0
32x12	32	12	31.95	12.04	15900.9	8640.0	3
32x14	32	14	32.02	14.09	15924.9	9460.8	0
32x16	32	16	32.02	16.04	15924.5	10244.4	0
32x18	32	18	32.01	18.04	15919.7	11045.6	0
32x20	32	20	31.94	20.02	15897.5	11837.8	3
32x22	32	22	31.98	22.02	15908.6	12642.8	3
32x24	32	24	32.02	23.99	15923.8	13432.2	2
32x26	32	26	31.98	26.01	15908.5	14239.3	1
32x28	32	28	31.95	28.0	15901.1	15040.4	1
32x30	32	30	31.92	30.01	15887.6	15844.2	0
33x3	33	3	32.9	3.06	16242.7	5041.7	1
33x5	33	5	32.91	5.01	16244.5	5820.4	1
33x7	33	7	32.96	7.06	16263.0	6642.9	1
33x9	33	9	33.01	9.05	16283.2	7442.5	2
33x11	33	11	33.01	11.07	16280.8	8252.7	0
33x13	33	13	32.98	13.08	16270.1	9057.8	2
33x15	33	15	33.04	15.02	16292.1	9834.4	4
33x17	33	17	33.0	17.02	16279.0	10637.3	0
33x19	33	19	33.05	19.02	16296.5	11437.4	2
33x21	33	21	32.96	20.98	16265.8	12226.3	0
33x23	33	23	33.03	23.04	16288.6	13048.5	0
33x25	33	25	33.04	25.03	16294.2	13849.0	0
33x27	33	27	33.06	27.01	16300.9	14641.7	1
33x29	33	29	32.96	29.03	16263.6	15453.6	0
34x4	34	4	33.95	3.99	16621.1	5413.2	4
34x6	34	6	34.03	5.95	16651.2	6197.7	2
34x8	34	8	34.03	8.0	16651.3	7021.8	0
34x10	34	10	34.05	9.99	16657.1	7818.3	2
34x12	34	12	34.03	12.03	16651.6	8635.1	0
34x14	34	14	34.0	13.97	16639.7	9412.6	0
34x16	34	16	34.02	15.98	16645.7	10220.6	2
34x18	34	18	34.02	17.96	16648.3	11014.0	2
34x20	34	20	33.99	19.98	16636.4	11822.1	0
34x22	34	22	33.98	22.0	16634.1	12632.8	3
34x24	34	24	34.05	23.97	16657.1	13425.0	0
34x26	34	26	34.02	25.98	16647.6	14230.3	0
34x28	34	28	33.97	27.99	16628.2	15035.0	3
34x30	34	30	34.02	29.91	16648.4	15803.6	3
35x5	35	5	34.96	4.96	16986.4	5802.7	2
35x7	35	7	35.01	6.95	17003.8	6600.3	0
35x9	35	9	35.04	8.99	17014.5	7417.2	0
35x11	35	11	35.03	11.0	17012.9	8221.6	0
35x13	35	13	35.02	12.96	17009.4	9010.8	0
35x15	35	15	34.98	15.0	16992.5	9826.0	0
35x17	35	17	35.05	16.99	17018.5	10626.7	2
35x19	35	19	35.02	18.96	17006.7	11415.8	0
35x21	35	21	34.97	20.96	16989.7	12215.3	2
35x23	35	23	35.0	22.99	17000.9	13031.2	1
35x25	35	25	35.01	24.97	17005.6	13824.8	0
35x27	35	27	35.0	27.0	16999.3	14637.3	0
35x29	35	29	35.01	28.99	17003.9	15434.2	1
36x6	36	6	36.02	5.92	17367.3	6187.2	1
36x8	36	8	36.03	7.99	17371.4	7017.7	0
36x10	36	10	36.03	9.99	17372.2	7819.1	3
36x12	36	12	36.0	11.97	17360.1	8613.0	0
36x14	36	14	35.99	13.98	17359.0	9417.7	0
36x16	36	16	36.02	15.98	17369.8	10218.9	0
36x18	36	18	36.02	17.98	17367.2	11023.1	2
36x20	36	20	35.99	19.95	17358.8	11811.4	0
36x22	36	22	35.97	21.96	17351.9	12618.9	0
36x24	36	24	35.99	23.98	17357.8	13425.5	3
36x26	36	26	36.01	25.95	17365.0	14216.8	0
36x28	36	28	36.01	27.99	17363.7	15036.0	3
36x30	36	30	35.98	29.96	17354.1	15826.0	4
37x5	37	5	36.94	4.96	17702.9	5803.8	0
37x7	37	7	37.01	6.96	17727.8	6605.8	2
37x9	37	9	37.03	8.99	17733.2	7416.9	1
37x11	37	11	37.01	10.98	17727.2	8215.9	1
37x13	37	13	37.01	12.96	17724.8	9008.5	2
37x15	37	15	36.99	14.95	17718.3	9805.3	1
37x17	37	17	37.02	16.97	17730.6	10615.5	2
37x19	37	19	37.02	18.96	17729.1	11413.5	0
37x21	37	21	36.98	21.01	17715.0	12236.7	0
37x23	37	23	37.01	22.96	17726.2	13018.7	1
37x25	37	25	36.97	24.94	17711.3	13811.7	2
37x27	37	27	37.0	26.96	17722.0	14621.1	3
37x29	37	29	36.99	28.98	17719.1	15432.9	2
37x31	37	31	37.03	30.99	17733.4	16235.5	2
37x33	37	33	36.97	32.94	17710.6	17020.9	2
38x6	38	6	38.01	5.99	18088.9	6216.3	0
38x8	38	8	38.01	8.02	18088.8	7027.5	1
38x10	38	10	38.02	10.01	18090.4	7827.5	1
38x12	38	12	37.94	12.02	18061.9	8631.5	0
38x14	38	14	37.98	14.05	18077.9	9444.2	3
38x16	38	16	38.01	16.03	18089.1	10239.5	1
38x18	38	18	38.0	18.02	18085.1	11038.2	2
38x20	38	20	38.0	20.0	18083.5	11830.1	0
38x22	38	22	37.97	22.0	18074.7	12631.9	2
38x24	38	24	37.99	24.01	18080.3	13438.7	0
38x26	38	26	38.02	26.01	18090.6	14240.8	0
38x28	38	28	37.95	28.02	18066.9	15048.6	0
38x30	38	30	37.96	30.01	18068.8	15844.9	3
38x32	38	32	37.96	31.98	18069.3	16634.2	2
38x34	38	34	38.01	33.97	18088.8	17433.1	0
39x7	39	7	38.99	7.01	18439.9	6623.4	1
39x9	39	9	39.01	9.03	18447.1	7431.6	1
39x11	39	11	38.99	11.02	18442.1	8230.7	0
39x13	39	13	38.95	13.02	18428.4	9035.1	0
39x15	39	15	39.0	15.03	18444.8	9837.4	1
39x17	39	17	38.94	17.02	18424.1	10638.7	2
39x19	39	19	38.99	19.01	18442.8	11433.9	0
39x21	39	21	38.96	21.0	18431.4	12233.5	2
39x23	39	23	38.98	23.03	18436.4	13046.8	3
39x25	39	25	38.97	25.01	18434.5	13841.5	1
39x27	39	27	39.01	27.0	18449.9	14639.6	0
39x29	39	29	38.93	29.03	18420.1	15452.0	0
39x31	39	31	38.95	31.03	18427.4	16251.5	3
39x33	39	33	38.96	32.97	18431.9	17033.2	0
39x35	39	35	39.0	35.0	18445.4	17845.5	1
40x8	40	8	40.01	8.03	18811.0	7032.4	3
40x10	40	10	40.03	10.03	18815.4	7832.9	2
40x12	40	12	40.0	12.0	18804.6	8623.6	0
40x14	40	14	39.97	14.02	18795.6	9434.1	1
40x16	40	16	40.02	16.05	18813.4	10249.7	0
40x18	40	18	40.04	18.03	18820.0	11041.6	2
40x20	40	20	39.98	20.0	18797.3	11831.8	3
40x22	40	22	39.98	22.0	18798.1	12633.3	0
40x24	40	24	39.98	24.03	18797.9	13445.5	0
40x26	40	26	40.01	26.0	18809.2	14237.2	2
40x28	40	28	39.93	28.02	18782.5	15046.5	2
40x30	40	30	39.94	30.04	18785.9	15856.4	0
40x32	40	32	39.98	31.99	18797.1	16640.3	2
40x34	40	34	40.01	33.99	18809.5	17442.0	0
40x36	40	36	39.96	36.02	18791.1	18254.3	0
41x9	41	9	41.02	9.02	19172.9	7430.7	2
41x11	41	11	40.99	11.0	19162.5	8223.9	3
41x13	41	13	40.96	12.99	19154.2	9023.1	1
41x15	41	15	41.03	15.02	19177.8	9833.7	1
41x17	41	17	40.97	17.04	19157.6	10646.1	2
41x19	41	19	41.01	18.98	19171.3	11423.7	0
41x21	41	21	40.96	20.98	19153.2	12222.9	0
41x23	41	23	40.98	23.01	19160.3	13039.6	0
41x25	41	25	41.01	25.01	19170.4	13840.1	2
41x27	41	27	41.0	27.0	19168.0	14638.1	3
41x29	41	29	40.95	29.02	19147.9	15448.2	1
41x31	41	31	40.95	31.01	19150.3	16244.4	0
41x33	41	33	40.98	33.0	19161.2	17045.0	1
41x35	41	35	40.99	34.99	19163.3	17842.7	2
41x37	41	37	40.96	37.01	19151.0	18651.5	4
42x10	42	10	42.05	10.05	19546.4	7844.2	2
42x12	42	12	42.0	12.03	19526.8	8637.1	4
42x14	42	14	42.0	14.04	19528.9	9443.3	1
42x16	42	16	42.01	16.05	19533.1	10246.2	0
42x18	42	18	42.05	18.04	19544.9	11046.2	2
42x20	42	20	41.99	20.03	19523.4	11844.1	3
42x22	42	22	41.96	22.03	19513.5	12643.5	0
42x24	42	24	41.98	24.02	19522.2	13441.6	2
42x26	42	26	42.02	26.04	19535.9	14254.8	2
42x28	42	28	41.96	27.99	19513.7	15034.0	0
42x30	42	30	41.96	30.01	19514.9	15842.8	1
42x32	42	32	41.99	32.0	19522.9	16644.1	1
42x34	42	34	42.01	34.0	19530.6	17445.0	1
42x36	42	36	41.95	36.01	19509.7	18248.6	1
42x38	42	38	41.95	37.99	19511.3	19045.2	0
43x11	43	11	43.03	11.04	19901.0	8237.8	1
43x13	43	13	42.99	13.05	19887.1	9043.4	1
43x15	43	15	43.01	15.04	19892.4	9843.8	0
43x17	43	17	43.0	17.05	19890.8	10648.0	0
43x19	43	19	43.02	19.03	19898.1	11444.2	0
43x21	43	21	42.98	21.03	19881.9	12245.7	0
43x23	43	23	42.98	23.04	19880.2	13048.4	2
43x25	43	25	43.0	25.04	19889.5	13852.3	2
43x27	43	27	43.04	27.0	19902.0	14639.6	0
43x29	43	29	42.96	28.99	19875.9	15437.1	1
43x31	43	31	43.0	31.01	19890.3	16245.5	1
43x33	43	33	42.99	32.99	19884.3	17039.0	1
43x35	43	35	43.01	34.98	19893.6	17838.9	4
43x37	43	37	42.95	37.01	19870.6	18649.6	1
43x39	43	39	42.97	39.0	19877.7	19447.9	0
44x10	44	10	44.03	10.07	20262.6	7850.2	0
44x12	44	12	44.0	12.05	20252.0	8643.6	0
44x14	44	14	44.01	14.04	20252.8	9443.4	0
44x16	44	16	44.02	16.06	20256.7	10253.9	2
44x18	44	18	44.03	18.06	20262.3	11053.4	0
44x20	44	20	43.98	20.04	20244.8	11847.8	2
44x22	44	22	44.0	22.01	20249.0	12638.1	1
44x24	44	24	44.01	24.06	20254.4	13458.5	0
44x26	44	26	44.02	25.99	20256.1	14234.8	2
44x28	44	28	43.97	28.01	20239.6	15044.7	1
44x30	44	30	43.99	30.03	20247.1	15852.9	1
44x32	44	32	43.99	32.0	20246.9	16642.4	0
44x34	44	34	44.0	34.01	20251.8	17448.0	2
44x36	44	36	43.95	36.01	20231.5	18248.1	4
44x38	44	38	43.97	38.01	20237.9	19052.2	1
44x40	44	40	43.98	40.02	20243.6	19856.5	2
45x11	45	11	45.03	11.05	20623.4	8245.0	3
45x13	45	13	45.01	13.07	20613.3	9052.9	0
