	x	y	new_x	new_y	pixel_x	pixel_y	cluster
21x43	21	43	20.97	43.04	11916.5	19499.5	4
21x45	21	45	21.04	45.07	11941.9	20315.2	1
21x47	21	47	21.02	47.04	11933.7	21103.8	2
21x49	21	49	20.98	49.05	11917.6	21908.5	2
21x51	21	51	20.98	51.02	11918.6	22697.7	0
22x34	22	34	21.97	34.09	12276.3	15912.8	0
22x36	22	36	21.95	36.12	12270.3	16723.3	5
22x38	22	38	21.98	38.1	12279.3	17519.2	5
22x40	22	40	21.95	40.08	12269.4	18314.4	0
22x42	22	42	21.97	42.11	12277.2	19128.4	2
22x44	22	44	21.98	44.1	12280.3	19926.1	1
22x46	22	46	22.0	46.09	12286.1	20723.7	0
22x48	22	48	21.95	48.09	12268.0	21526.6	0
22x50	22	50	21.99	50.06	12282.3	22315.7	1
23x35	23	35	22.96	35.09	12634.9	16311.3	0
23x37	23	37	22.98	37.08	12639.4	17110.1	5
23x39	23	39	23.0	39.08	12646.7	17911.7	1
23x41	23	41	22.94	41.09	12625.2	18717.9	2
23x43	23	43	22.95	43.09	12630.0	19521.8	2
23x45	23	45	22.99	45.09	12644.8	20322.3	0
23x47	23	47	22.95	47.07	12631.6	21117.2	0
23x49	23	49	22.94	49.09	12625.9	21927.1	1
23x51	23	51	22.97	51.04	12639.1	22707.0	0
24x34	24	34	23.96	34.08	12996.6	15906.4	3
24x36	24	36	23.96	36.05	12993.7	16698.2	5
24x38	24	38	23.97	38.04	12998.3	17495.1	0
24x40	24	40	23.93	40.1	12983.6	18322.0	0
24x42	24	42	23.95	42.1	12991.4	19123.9	2
24x44	24	44	23.97	44.08	12997.7	19915.2	1
24x46	24	46	23.97	46.08	12999.7	20719.9	0
24x48	24	48	23.94	48.09	12987.6	21524.6	1
24x50	24	50	23.98	50.04	13000.4	22306.3	0
25x33	25	33	24.95	33.07	13353.0	15504.2	3
25x35	25	35	24.96	35.06	13355.9	16302.2	3
25x37	25	37	24.97	37.07	13358.9	17106.9	0
25x39	25	39	24.98	39.05	13362.1	17901.5	0
25x41	25	41	24.93	41.08	13345.3	18712.4	2
25x43	25	43	24.95	43.08	13353.3	19517.2	0
25x45	25	45	24.98	45.09	13363.5	20320.4	1
25x47	25	47	24.97	47.07	13358.8	21114.7	0
25x49	25	49	24.96	49.06	13355.3	21912.2	1
25x51	25	51	24.97	51.02	13359.1	22700.4	1
26x32	26	32	25.95	32.01	13712.0	15077.7	4
26x34	26	34	25.98	34.01	13723.4	15880.7	5
26x36	26	36	25.98	36.01	13724.4	16682.4	2
26x38	26	38	25.99	38.02	13726.6	17487.0	0
26x40	26	40	25.94	40.01	13711.4	18283.3	2
26x42	26	42	25.95	42.02	13715.1	19092.1	2
26x44	26	44	25.99	44.02	13728.8	19893.8	1
26x46	26	46	25.99	45.99	13727.3	20683.1	0
26x48	26	48	25.95	48.01	13711.8	21491.7	0
26x50	26	50	25.94	50.0	13711.4	22288.7	0
27x33	27	33	26.95	33.02	14074.8	15481.3	0
27x35	27	35	26.96	34.99	14079.3	16272.4	0
27x37	27	37	26.99	37.01	14088.3	17082.8	0
27x39	27	39	26.98	38.99	14086.3	17876.0	0
27x41	27	41	26.95	41.01	14073.7	18685.0	0
27x43	27	43	26.96	43.01	14076.5	19487.3	0
27x45	27	45	26.98	45.01	14085.5	20289.7	1
27x47	27	47	26.99	47.01	14087.3	21093.5	4
27x49	27	49	26.98	49.09	14084.6	21925.0	0
27x51	27	51	26.95	50.99	14075.3	22688.4	0
28x34	28	34	27.95	34.0	14434.6	15874.7	0
28x36	28	36	27.95	36.0	14434.6	16676.9	0
28x38	28	38	27.96	38.0	14439.7	17477.4	0
28x40	28	40	27.93	40.0	14428.7	18282.8	2
28x42	28	42	27.95	42.01	14434.2	19085.6	0
28x44	28	44	27.97	44.01	14443.1	19889.3	0
28x46	28	46	27.98	45.99	14448.0	20681.2	0
28x48	28	48	27.94	48.0	14430.6	21486.8	0
28x50	28	50	27.95	50.0	14435.9	22289.6	0
29x31	29	31	29.02	30.97	14821.7	14662.3	0
29x33	29	33	28.95	32.99	14795.5	15471.9	1
29x35	29	35	28.96	35.0	14801.0	16275.1	0
29x37	29	37	28.97	36.99	14805.2	17072.3	1
29x39	29	39	28.98	38.99	14808.7	17877.8	4
29x41	29	41	28.93	40.99	14790.8	18678.9	1
29x43	29	43	28.95	43.0	14796.1	19484.1	0
29x45	29	45	28.97	45.0	14805.2	20285.0	1
29x47	29	47	28.96	46.96	14801.4	21073.1	1
29x49	29	49	28.93	49.0	14788.7	21890.0	0
29x51	29	51	28.96	50.96	14798.7	22676.7	2
30x30	30	30	29.98	30.0	15170.1	14270.7	0
30x32	30	32	29.95	32.0	15158.4	15071.8	0
30x34	30	34	29.96	34.0	15160.1	15873.5	3
30x36	30	36	29.95	36.01	15159.5	16681.8	2
30x38	30	38	29.95	38.0	15159.5	17479.4	1
30x40	30	40	29.93	40.0	15150.4	18281.3	0
30x42	30	42	29.89	42.06	15137.9	19108.3	0
30x44	30	44	29.93	44.02	15150.8	19892.2	0
30x46	30	46	29.96	46.01	15161.3	20690.4	1
30x48	30	48	29.92	48.02	15148.8	21494.8	2
30x50	30	50	29.96	50.01	15161.3	22293.9	0
31x29	31	29	31.0	29.0	15538.7	13872.1	3
31x31	31	31	30.99	31.0	15531.6	14672.7	3
31x33	31	33	30.96	32.99	15521.8	15469.8	3
31x35	31	35	30.96	34.99	15522.7	16270.7	0
31x37	31	37	30.96	37.0	15521.3	17076.3	0
31x39	31	39	30.99	38.99	15533.5	17876.0	3
31x41	31	41	30.92	41.01	15509.6	18684.2	0
31x43	31	43	30.9	42.99	15502.2	19481.1	2
31x45	31	45	30.94	45.01	15516.6	20287.8	1
31x47	31	47	30.95	46.98	15520.1	21078.4	2
31x49	31	49	30.92	49.0	15506.8	21887.7	0
31x51	31	51	31.0	51.01	15536.2	22694.3	1
32x28	32	28	32.0	28.03	15896.5	13483.2	0
32x30	32	30	31.97	30.03	15885.9	14285.3	3
32x32	32	32	31.95	32.02	15880.4	15081.7	0
32x34	32	34	31.95	34.01	15881.0	15877.8	3
32x36	32	36	31.95	36.02	15881.7	16685.7	0
32x38	32	38	31.99	38.02	15894.7	17488.0	4
32x40	32	40	31.93	40.02	15872.6	18290.3	2
32x42	32	42	31.9	42.04	15862.0	19100.3	2
32x44	32	44	31.96	44.03	15882.0	19896.3	3
32x46	32	46	31.95	46.03	15881.3	20698.5	3
32x48	32	48	31.92	48.02	15870.2	21496.2	0
32x50	32	50	31.98	50.03	15892.7	22300.8	0
33x29	33	29	33.0	29.05	16259.7	13890.7	0
33x31	33	31	33.06	31.01	16279.2	14676.8	0
33x33	33	33	32.97	33.0	16247.7	15474.4	2
33x35	33	35	32.96	35.01	16244.8	16279.8	1
33x37	33	37	32.97	37.04	16249.9	17093.3	3
33x39	33	39	32.98	38.98	16251.3	17871.1	4
33x41	33	41	32.91	41.03	16227.7	18695.3	2
33x43	33	43	32.92	43.02	16230.1	19493.0	0
33x45	33	45	32.95	45.02	16240.4	20295.1	0
33x47	33	47	33.01	47.03	16262.2	21098.6	1
33x49	33	49	32.93	49.01	16233.1	21893.9	0
33x51	33	51	33.0	51.02	16260.5	22700.6	0
34x28	34	28	33.95	28.0	16601.4	13468.6	0
34x30	34	30	33.97	29.98	16608.8	14264.9	2
34x32	34	32	33.91	31.98	16586.6	15064.8	0
34x34	34	34	33.93	33.97	16594.7	15864.4	0
34x36	34	36	33.94	36.0	16598.4	16677.2	1
34x38	34	38	33.97	37.99	16608.7	17473.1	0
34x40	34	40	33.94	39.99	16598.7	18277.2	2
34x42	34	42	33.91	42.02	16587.8	19089.9	4
34x44	34	44	33.95	44.0	16601.9	19883.1	3
34x46	34	46	33.97	45.99	16608.0	20682.9	0
34x48	34	48	33.93	47.98	16596.3	21481.9	0
34x50	34	50	33.93	49.97	16594.5	22278.3	0
35x27	35	27	34.92	26.98	16953.8	13062.5	0
35x29	35	29	34.95	28.99	16965.0	13865.9	0
35x31	35	31	34.96	30.98	16967.5	14665.8	3
35x33	35	33	34.91	32.97	16950.5	15463.7	2
35x35	35	35	34.93	34.97	16956.7	16264.4	1
35x37	35	37	34.95	36.99	16963.3	17072.6	0
35x39	35	39	34.95	38.97	16962.5	17866.5	2
35x41	35	41	34.92	40.99	16950.8	18676.1	1
35x43	35	43	34.92	42.99	16951.7	19479.6	0
35x45	35	45	34.96	44.99	16965.8	20283.3	2
35x47	35	47	34.96	46.98	16968.3	21077.9	0
35x49	35	49	34.92	48.98	16951.6	21882.0	0
36x26	36	26	35.94	25.97	17321.1	12657.1	0
36x28	36	28	35.95	27.99	17323.3	13463.7	1
36x30	36	30	35.96	29.97	17328.6	14259.8	0
36x32	36	32	35.92	31.96	17313.2	15055.7	1
36x34	36	34	35.93	33.97	17318.0	15863.5	1
36x36	36	36	35.93	35.98	17315.7	16670.0	0
36x38	36	38	35.94	37.96	17320.9	17464.2	2
36x40	36	40	35.91	39.99	17311.2	18275.2	0
36x42	36	42	35.91	41.99	17310.4	19080.1	0
36x44	36	44	35.93	43.98	17317.5	19878.4	2
36x46	36	46	35.96	45.97	17327.3	20675.8	0
36x48	36	48	35.93	47.97	17318.4	21477.2	1
36x50	36	50	35.93	49.96	17318.1	22272.7	0
37x25	37	25	36.92	24.96	17674.6	12250.4	0
37x27	37	27	36.94	26.96	17680.2	13053.6	3
37x29	37	29	36.96	28.99	17687.5	13865.6	1
37x31	37	31	36.98	30.96	17697.7	14657.0	0
37x33	37	33	36.9	32.95	17666.5	15453.5	1
37x35	37	35	36.93	34.97	17677.5	16264.2	0
37x37	37	37	36.94	36.98	17683.1	17069.7	0
37x39	37	39	36.97	38.97	17691.8	17869.4	0
37x41	37	41	36.91	40.97	17670.2	18670.6	0
37x43	37	43	36.93	42.97	17677.7	19470.2	2
37x45	37	45	36.94	44.97	17683.1	20274.8	0
37x47	37	47	36.95	46.98	17685.1	21078.4	0
37x49	37	49	36.92	48.97	17674.8	21877.4	1
38x24	38	24	37.92	24.03	18037.3	11876.3	0
38x26	38	26	37.93	26.01	18037.8	12671.8	3
38x28	38	28	37.93	28.01	18039.4	13474.8	1
38x30	38	30	37.96	30.01	18048.9	14276.0	0
38x32	38	32	37.9	32.02	18027.9	15080.6	0
38x34	38	34	37.9	33.99	18030.0	15873.2	0
38x36	38	36	37.93	36.02	18040.8	16686.1	0
38x38	38	38	37.91	38.02	18034.0	17488.2	0
38x40	38	40	37.87	40.01	18016.1	18286.1	0
38x42	38	42	37.9	42.03	18029.0	19094.7	0
38x44	38	44	37.89	44.02	18024.9	19893.0	0
38x46	38	46	37.93	45.99	18039.0	20682.6	0
38x48	38	48	37.91	48.0	18033.9	21487.7	1
38x50	38	50	37.91	49.99	18032.3	22284.9	3
39x23	39	23	38.94	23.04	18405.4	11480.0	0
39x25	39	25	38.89	25.01	18386.7	12271.7	2
39x27	39	27	38.93	27.01	18399.3	13073.1	1
39x29	39	29	38.93	29.02	18399.0	13879.4	0
39x31	39	31	38.96	31.03	18410.5	14683.6	2
39x33	39	33	38.9	33.01	18390.4	15478.4	0
39x35	39	35	38.92	35.02	18396.1	16284.6	1
39x37	39	37	38.94	37.02	18405.3	17085.7	0
39x39	39	39	38.95	39.01	18407.6	17884.9	0
39x41	39	41	38.89	41.03	18386.6	18694.7	0
39x43	39	43	38.91	43.01	18394.5	19487.6	1
39x45	39	45	38.92	45.01	18397.1	20291.3	5
39x47	39	47	38.94	46.99	18402.7	21083.5	1
39x49	39	49	38.9	49.01	18388.2	21894.9	1
40x22	40	22	39.97	22.02	18775.3	11072.1	3
40x24	40	24	39.9	24.02	18749.1	11873.6	1
40x26	40	26	39.93	26.01	18759.9	12672.0	0
40x28	40	28	39.92	28.02	18758.9	13478.4	3
40x30	40	30	39.93	30.03	18761.7	14282.0	0
40x32	40	32	39.9	32.02	18749.2	15079.8	2
40x34	40	34	39.92	33.99	18756.3	15870.0	0
40x36	40	36	39.93	36.02	18763.1	16684.5	0
40x38	40	38	39.95	38.0	18767.3	17479.0	2
40x40	40	40	39.9	40.02	18750.1	18290.6	5
40x42	40	42	39.89	42.02	18745.5	19089.5	0
40x44	40	44	39.92	44.01	18758.7	19888.9	0
40x46	40	46	39.93	45.99	18763.2	20682.3	0
40x48	40	48	39.91	48.02	18755.7	21496.2	1
41x23	41	23	40.94	23.02	19126.8	11474.6	1
41x25	41	25	40.91	25.0	19116.0	12265.9	1
41x27	41	27	40.92	26.99	19118.5	13065.6	1
41x29	41	29	40.94	29.01	19124.6	13874.0	3
41x31	41	31	40.94	30.99	19126.0	14668.2	0
41x33	41	33	40.89	33.0	19107.7	15474.1	2
41x35	41	35	40.92	34.99	19117.6	16272.7	0
41x37	41	37	40.93	37.0	19122.8	17077.6	2
41x39	41	39	40.95	39.0	19129.1	17881.3	0
41x41	41	41	40.89	41.02	19109.6	18687.9	5
41x43	41	43	40.91	42.99	19114.2	19479.1	1
41x45	41	45	40.92	45.0	19120.1	20286.7	0
41x47	41	47	40.94	46.99	19125.7	21082.6	0
42x22	42	22	41.92	22.03	19480.1	11074.6	1
42x24	42	24	41.89	24.02	19470.5	11872.9	1
42x26	42	26	41.92	26.03	19480.3	12679.1	1
42x28	42	28	41.94	28.0	19486.5	13471.3	1
42x30	42	30	41.93	29.99	19485.1	14269.3	0
42x32	42	32	41.9	32.01	19472.1	15077.3	2
42x34	42	34	41.91	34.01	19478.2	15878.0	2
42x36	42	36	41.92	36.01	19479.8	16679.8	3
42x38	42	38	41.93	37.97	19484.1	17468.8	0
42x40	42	40	41.88	39.99	19465.5	18275.4	0
42x42	42	42	41.91	42.02	19478.0	19089.7	1
42x44	42	44	41.93	44.01	19483.8	19887.4	0
42x46	42	46	41.93	46.01	19484.1	20691.2	2
42x48	42	48	41.95	47.97	19490.5	21477.7	1
43x21	43	21	42.91	21.0	19838.2	10661.7	0
43x23	43	23	42.93	23.04	19844.8	11478.9	0
43x25	43	25	42.91	25.02	19837.4	12273.1	0
43x27	43	27	42.91	26.99	19839.4	13066.5	3
43x29	43	29	42.93	29.0	19845.6	13872.4	0
43x31	43	31	42.95	31.01	19852.5	14674.9	0
43x33	43	33	42.89	32.99	19831.6	15469.3	0
43x35	43	35	42.91	34.98	19837.8	16268.5	0
43x37	43	37	42.92	37.0	19841.8	17076.2	0
43x39	43	39	42.9	38.96	19833.1	17865.4	1
43x41	43	41	42.88	40.99	19828.2	18676.4	0
43x43	43	43	42.9	42.99	19834.5	19481.4	0
43x45	43	45	42.93	45.01	19845.0	20290.8	2
43x47	43	47	42.95	46.98	19851.4	21079.4	0
44x22	44	22	44.03	22.07	20240.9	11090.6	1
44x24	44	24	43.91	24.04	20197.5	11882.0	4
44x26	44	26	43.91	26.0	20198.8	12667.3	0
44x28	44	28	43.93	28.02	20207.1	13476.4	1
44x30	44	30	43.93	30.01	20206.0	14277.3	2
44x32	44	32	43.89	32.01	20192.2	15076.5	1
44x34	44	34	43.91	33.99	20197.2	15870.9	0
44x36	44	36	43.92	35.99	20201.7	16673.4	1
44x38	44	38	43.93	38.0	20206.4	17478.9	1
44x40	44	40	43.91	40.01	20197.7	18286.3	5
44x42	44	42	43.9	42.01	20196.3	19088.6	0
44x44	44	44	43.92	44.0	20200.9	19886.2	0
44x46	44	46	43.93	46.0	20207.0	20684.9	2
45x21	45	21	44.97	21.04	20580.3	10680.1	1
45x23	45	23	44.95	23.04	20575.6	11482.3	0
45x25	45	25	44.93	25.04	20566.7	12280.9	2
45x27	45	27	44.92	27.02	20564.8	13075.5	1
45x29	45	29	44.94	29.02	20569.8	13878.9	3
45x31	45	31	44.94	31.01	20572.1	14675.3	1
45x33	45	33	44.92	33.03	20562.2	15485.2	0
45x35	45	35	44.92	35.01	20564.9	16281.9	0
45x37	45	37	44.94	37.01	20569.9	17083.4	0
45x39	45	39	44.95	39.01	20573.7	17883.1	0
45x41	45	41	44.89	41.01	20552.5	18686.4	1
45x43	45	43	44.92	43.02	20561.8	19491.3	0
45x45	45	45	44.93	45.03	20567.2	20297.6	0
45x47	45	47	44.93	46.98	20568.0	21080.6	3
46x22	46	22	45.99	22.07	20949.2	11093.9	1
46x24	46	24	45.93	24.07	20928.2	11895.1	0
46x26	46	26	45.91	26.08	20921.8	12698.1	0
46x28	46	28	45.95	28.08	20934.6	13501.1	0
46x30	46	30	45.92	30.05	20926.0	14292.5	1
46x32	46	32	45.88	32.07	20909.4	15099.8	0
46x34	46	34	45.89	34.05	20914.8	15895.3	0
46x36	46	36	45.9	36.08	20919.1	16707.3	0
46x38	46	38	45.94	38.06	20930.3	17502.2	0
46x40	46	40	45.9	40.04	20917.8	18298.6	1
46x42	46	42	45.89	42.07	20914.1	19111.9	0
46x44	46	44	45.92	44.05	20925.5	19905.5	0
46x46	46	46	45.93	46.03	20927.7	20697.8	0
47x21	47	21	46.93	21.09	21288.1	10700.1	1
47x23	47	23	46.99	23.06	21310.9	11489.2	1
47x25	47	25	46.91	25.08	21282.9	12298.4	1
47x27	47	27	46.92	27.06	21287.4	13092.4	2
47x29	47	29	46.92	29.06	21287.2	13895.2	0
47x31	47	31	46.93	31.05	21289.2	14692.8	0
47x33	47	33	46.89	33.05	21276.2	15495.1	0
47x35	47	35	46.91	35.06	21281.7	16298.8	4
47x37	47	37	46.91	37.05	21283.2	17099.8	2
47x39	47	39	46.94	39.05	21293.0	17901.0	4
47x41	47	41	46.88	41.06	21272.0	18704.2	0
47x43	47	43	46.91	43.07	21283.7	19510.7	0
47x45	47	45	46.91	45.06	21283.5	20311.0	5
48x22	48	22	47.99	22.05	21673.2	11083.1	1
48x24	48	24	47.92	24.08	21645.4	11897.5	3
48x26	48	26	47.91	26.09	21644.8	12702.6	2
48x28	48	28	47.91	28.06	21643.0	13493.7	0
48x30	48	30	47.94	30.06	21652.4	14295.2	1
48x32	48	32	47.88	32.05	21632.7	15093.3	0
48x34	48	34	47.88	34.05	21633.1	15894.5	4
48x36	48	36	47.92	36.06	21646.1	16699.6	4
48x38	48	38	47.94	38.03	21654.4	17489.9	5
48x40	48	40	47.88	40.06	21633.3	18305.0	0
48x42	48	42	47.9	42.06	21639.2	19105.1	3
48x44	48	44	47.92	44.04	21647.4	19902.0	0
48x46	48	46	47.93	46.02	21650.5	20694.3	5
49x21	49	21	48.94	21.08	22015.7	10695.6	0
49x23	49	23	48.97	23.04	22025.6	11480.3	2
49x25	49	25	48.91	25.04	22003.5	12282.0	1
49x27	49	27	48.91	27.06	22003.1	13091.5	0
49x29	49	29	48.93	29.07	22012.6	13896.6	3
49x31	49	31	48.94	31.04	22015.2	14689.5	0
49x33	49	33	48.88	33.04	21992.0	15489.8	2
49x35	49	35	48.89	35.04	21998.4	16291.9	2
49x37	49	37	48.92	37.05	22007.9	17098.0	0
49x39	49	39	48.92	39.03	22009.4	17892.2	0
49x41	49	41	48.88	41.03	21993.7	18693.2	2
49x43	49	43	48.91	43.05	22005.7	19502.3	3
49x45	49	45	48.96	45.09	22021.6	20323.5	0
50x22	50	22	49.91	22.05	22364.5	11084.4	0
50x24	50	24	49.86	24.03	22346.0	11877.6	4
50x26	50	26	49.88	26.04	22353.8	12683.6	0
50x28	50	28	49.87	28.03	22352.2	13482.9	0
50x30	50	30	49.9	30.02	22360.0	14278.3	0
50x32	50	32	49.85	32.03	22344.2	15084.7	2
50x34	50	34	49.88	34.05	22355.0	15894.3	2
50x36	50	36	49.88	36.02	22353.2	16686.8	0
50x38	50	38	49.89	38.02	22359.0	17487.2	0
50x40	50	40	49.85	40.04	22342.9	18298.5	0
50x42	50	42	49.85	42.05	22344.7	19102.6	2
50x44	50	44	49.87	44.02	22351.1	19894.3	3
51x23	51	23	50.88	23.06	22715.4	11488.8	0
51x25	51	25	50.87	25.03	22710.3	12279.4	2
51x27	51	27	50.88	27.04	22715.3	13085.2	2
51x29	51	29	50.87	29.05	22713.8	13891.8	0
51x31	51	31	50.89	31.07	22719.0	14698.8	1
51x33	51	33	50.84	33.06	22702.7	15496.7	2
51x35	51	35	50.86	35.04	22709.4	16292.5	2
51x37	51	37	50.87	37.01	22711.3	17083.0	2
51x39	51	39	50.89	39.05	22718.3	17900.2	1
51x41	51	41	50.84	41.05	22699.6	18702.2	2
