	x	y	new_x	new_y	pixel_x	pixel_y	cluster
21x51	21	51	21.05	51.1	11561.6	23092.4	5
21x53	21	53	21.08	53.08	11572.7	23886.5	0
21x55	21	55	21.08	55.06	11571.5	24681.4	1
21x57	21	57	21.04	57.05	11557.8	25477.8	2
21x59	21	59	21.06	59.07	11562.8	26288.0	3
21x61	21	61	21.1	61.08	11578.6	27094.8	0
22x32	22	32	22.02	32.11	11911.9	15480.3	0
22x34	22	34	22.01	34.13	11905.7	16290.0	0
22x36	22	36	22.05	36.1	11921.6	17083.1	0
22x38	22	38	22.06	38.12	11924.1	17890.5	3
22x40	22	40	22.01	40.11	11907.6	18689.0	0
22x42	22	42	22.02	42.14	11910.5	19503.7	3
22x44	22	44	22.05	44.14	11921.4	20305.4	0
22x46	22	46	22.07	46.13	11927.9	21102.5	0
22x48	22	48	22.01	48.12	11908.7	21899.2	3
22x50	22	50	22.07	50.11	11927.7	22698.8	0
22x52	22	52	22.06	52.11	11926.7	23500.2	0
22x54	22	54	22.06	54.11	11924.6	24302.3	2
22x56	22	56	22.01	56.11	11906.4	25101.1	0
22x58	22	58	22.0	58.11	11905.3	25902.4	2
22x60	22	60	22.06	60.13	11924.0	26713.2	0
22x62	22	62	22.02	62.09	11911.2	27497.2	3
23x29	23	29	23.1	29.13	12300.7	14286.6	0
23x31	23	31	23.07	31.13	12289.9	15089.8	3
23x33	23	33	23.02	33.12	12271.2	15885.9	0
23x35	23	35	23.02	35.13	12271.0	16692.9	1
23x37	23	37	23.04	37.11	12279.4	17484.6	0
23x39	23	39	23.0	39.1	12264.7	18283.2	0
23x41	23	41	23.02	41.11	12270.8	19089.3	0
23x43	23	43	23.03	43.13	12275.7	19900.8	0
23x45	23	45	23.05	45.12	12284.5	20698.7	0
23x47	23	47	23.02	47.11	12273.4	21496.5	0
23x49	23	49	23.01	49.12	12267.4	22300.4	0
23x51	23	51	23.04	51.08	12278.9	23087.8	0
23x53	23	53	23.03	53.11	12277.1	23897.8	2
23x55	23	55	23.02	55.11	12271.7	24700.6	3
23x57	23	57	23.03	57.1	12274.8	25500.1	2
23x59	23	59	23.04	59.09	12278.7	26297.9	2
23x61	23	61	23.05	61.14	12284.7	27116.2	1
24x26	24	26	24.04	26.1	12641.7	13073.3	0
24x28	24	28	24.05	28.11	12645.2	13878.7	0
24x30	24	30	24.05	30.1	12644.1	14674.8	0
24x32	24	32	24.0	32.1	12624.4	15477.7	2
24x34	24	34	24.01	34.1	12629.1	16281.4	2
24x36	24	36	24.02	36.09	12634.3	17078.7	1
24x38	24	38	24.04	38.08	12638.9	17874.8	0
24x40	24	40	23.98	40.11	12617.3	18688.9	3
24x42	24	42	23.98	42.13	12619.9	19498.2	0
24x44	24	44	24.03	44.12	12636.2	20296.2	0
24x46	24	46	24.06	46.14	12648.6	21107.0	5
24x48	24	48	24.0	48.11	12627.0	21897.3	0
24x50	24	50	24.03	50.08	12637.8	22684.7	2
24x52	24	52	24.04	52.1	12641.6	23495.2	2
24x54	24	54	24.05	54.11	12645.0	24301.6	3
24x56	24	56	24.01	56.09	12630.4	25095.1	3
24x58	24	58	24.0	58.08	12627.8	25892.6	0
24x60	24	60	24.02	60.09	12635.0	26696.3	0
24x62	24	62	24.04	62.11	12641.2	27505.3	1
25x25	25	25	25.02	25.08	12994.9	12663.5	0
25x27	25	27	25.06	27.1	13010.7	13474.3	0
25x29	25	29	25.08	29.09	13015.2	14272.7	0
25x31	25	31	25.03	31.09	12996.4	15074.1	0
25x33	25	33	25.0	33.1	12989.1	15879.1	0
25x35	25	35	25.02	35.1	12994.3	16679.8	3
25x37	25	37	25.04	37.1	13001.5	17480.5	2
25x39	25	39	24.98	39.1	12980.2	18285.6	2
25x41	25	41	25.01	41.09	12989.6	19083.2	0
25x43	25	43	25.02	43.11	12995.8	19890.2	5
25x45	25	45	25.07	45.1	13011.1	20690.8	5
25x47	25	47	24.99	47.12	12983.2	21497.4	0
25x49	25	49	25.03	49.09	12998.2	22288.8	1
25x51	25	51	25.03	51.07	12999.4	23080.5	3
25x53	25	53	25.04	53.09	13001.5	23891.9	5
25x55	25	55	25.05	55.09	13004.0	24692.8	1
25x57	25	57	25.01	57.05	12991.4	25479.6	1
25x59	25	59	25.03	59.1	12996.9	26301.2	2
25x61	25	61	25.06	61.08	13008.9	27095.4	0
26x22	26	22	26.08	22.01	13378.8	11434.3	0
26x24	26	24	26.03	23.98	13358.2	12223.8	0
26x26	26	26	26.04	25.99	13364.5	13030.7	0
26x28	26	28	26.05	28.0	13366.6	13835.3	1
26x30	26	30	26.06	30.0	13370.9	14637.6	3
26x32	26	32	26.02	32.01	13357.4	15440.9	4
26x34	26	34	26.04	34.01	13361.3	16242.2	1
26x36	26	36	26.05	36.01	13367.9	17044.1	0
26x38	26	38	26.07	38.0	13373.2	17843.5	2
26x40	26	40	26.0	40.01	13346.8	18648.4	2
26x42	26	42	26.03	42.01	13358.4	19450.7	0
26x44	26	44	26.05	44.02	13367.0	20254.6	1
26x46	26	46	26.03	45.99	13358.3	21044.6	5
26x48	26	48	26.0	48.0	13350.2	21849.6	0
26x50	26	50	25.98	49.99	13342.9	22647.4	5
26x52	26	52	26.04	52.0	13362.5	23456.5	3
26x54	26	54	26.07	54.01	13373.1	24259.6	3
26x56	26	56	26.02	56.0	13356.4	25056.0	0
26x58	26	58	26.03	57.98	13358.9	25853.0	1
26x60	26	60	26.07	60.0	13373.8	26663.0	1
26x62	26	62	26.07	62.0	13372.3	27461.7	1
27x21	27	21	27.08	21.03	13738.4	11042.7	1
27x23	27	23	27.02	23.02	13717.9	11837.0	1
27x25	27	25	27.02	25.01	13715.2	12636.4	2
27x27	27	27	27.06	27.04	13731.3	13449.0	0
27x29	27	29	27.06	29.03	13731.2	14247.7	4
27x31	27	31	27.01	31.04	13712.1	15053.7	4
27x33	27	33	27.02	33.05	13716.5	15859.7	1
27x35	27	35	27.04	35.02	13722.8	16649.6	1
27x37	27	37	27.07	37.02	13734.8	17450.0	2
27x39	27	39	27.0	39.03	13710.1	18256.7	0
27x41	27	41	27.01	41.04	13715.1	19062.5	2
27x43	27	43	27.04	43.04	13724.5	19864.0	0
27x45	27	45	27.06	45.02	13730.6	20657.9	5
27x47	27	47	27.03	47.04	13718.9	21467.5	5
27x49	27	49	27.07	49.12	13736.1	22300.0	3
27x51	27	51	27.07	51.05	13733.9	23073.6	0
27x53	27	53	27.04	53.04	13724.7	23870.8	1
27x55	27	55	27.04	55.03	13724.9	24667.6	0
27x57	27	57	27.0	57.01	13709.0	25464.0	3
27x59	27	59	27.03	59.01	13720.9	26263.3	2
27x61	27	61	27.05	61.01	13726.6	27067.8	1
28x20	28	20	28.07	20.04	14096.3	10643.7	0
28x22	28	22	28.06	22.03	14091.6	11441.9	3
28x24	28	24	28.03	24.03	14082.4	12242.6	0
28x26	28	26	28.02	26.02	14078.2	13040.8	2
28x28	28	28	28.06	28.02	14093.1	13842.0	1
28x30	28	30	28.06	30.01	14093.8	14640.2	0
28x32	28	32	28.01	32.04	14075.2	15452.3	0
28x34	28	34	28.03	34.03	14082.5	16250.6	0
28x36	28	36	28.04	36.03	14083.8	17052.8	2
28x38	28	38	28.07	38.02	14097.1	17852.8	0
28x40	28	40	28.0	40.03	14071.6	18655.8	4
28x42	28	42	28.02	42.03	14079.2	19457.6	0
28x44	28	44	28.06	44.05	14092.4	20269.3	0
28x46	28	46	28.08	46.03	14098.8	21060.0	5
28x48	28	48	27.99	48.04	14067.5	21865.6	0
28x50	28	50	28.03	50.04	14081.7	22668.1	1
28x52	28	52	28.05	52.04	14089.4	23470.1	2
28x54	28	54	28.06	54.03	14091.5	24268.9	3
28x56	28	56	28.01	56.02	14075.0	25064.4	2
28x58	28	58	28.04	57.98	14084.1	25852.3	2
28x60	28	60	28.06	60.01	14092.7	26664.5	1
28x62	28	62	28.07	62.02	14097.7	27469.3	1
29x19	29	19	29.06	19.04	14455.0	10243.1	1
29x21	29	21	29.07	21.02	14456.0	11035.7	1
29x23	29	23	29.02	22.99	14438.0	11828.3	3
29x25	29	25	29.05	25.0	14448.6	12633.6	2
29x27	29	27	29.05	27.02	14449.0	13442.7	0
29x29	29	29	29.07	29.04	14458.1	14250.4	1
29x31	29	31	29.0	31.01	14432.1	15042.2	1
29x33	29	33	29.02	33.03	14440.2	15851.6	0
29x35	29	35	29.04	35.01	14448.2	16646.1	0
29x37	29	37	29.05	37.01	14452.0	17447.7	2
29x39	29	39	28.99	39.01	14428.8	18248.8	2
29x41	29	41	29.0	41.02	14432.7	19052.3	1
29x43	29	43	29.04	43.03	14445.1	19859.7	0
29x45	29	45	29.05	45.01	14450.1	20652.3	5
29x47	29	47	29.01	47.01	14434.9	21455.8	0
29x49	29	49	28.98	49.01	14426.5	22256.2	1
29x51	29	51	29.02	51.02	14440.0	23063.2	1
29x53	29	53	29.05	53.02	14450.4	23862.0	4
29x55	29	55	29.04	55.0	14447.6	24658.8	0
29x57	29	57	29.01	56.99	14437.6	25455.9	2
29x59	29	59	29.05	58.99	14450.8	26257.8	1
29x61	29	61	29.07	61.03	14458.9	27074.1	1
30x18	30	18	30.03	18.05	14804.4	9845.4	0
30x20	30	20	30.08	20.04	14823.0	10645.4	1
30x22	30	22	30.05	22.04	14811.8	11446.6	2
30x24	30	24	30.05	24.04	14812.9	12246.3	0
30x26	30	26	30.06	26.05	14814.8	13053.2	2
30x28	30	28	30.06	28.04	14816.5	13849.3	0
30x30	30	30	30.07	30.03	14818.9	14650.3	0
30x32	30	32	30.03	32.04	14804.1	15452.9	0
30x34	30	34	30.04	34.01	14806.7	16243.8	1
30x36	30	36	30.05	36.03	14810.4	17054.5	0
30x38	30	38	30.06	38.04	14814.0	17860.5	2
30x40	30	40	29.99	40.04	14791.0	18659.9	2
30x42	30	42	29.98	42.09	14785.4	19483.2	0
30x44	30	44	30.01	44.06	14797.3	20273.5	1
30x46	30	46	30.05	46.06	14812.8	21074.5	2
30x48	30	48	30.0	48.05	14795.1	21872.8	0
30x50	30	50	30.05	50.06	14813.1	22677.0	1
30x52	30	52	30.1	52.06	14829.2	23478.1	4
30x54	30	54	30.07	54.06	14818.2	24279.8	4
30x56	30	56	30.0	56.04	14792.8	25073.3	2
30x58	30	58	30.04	58.02	14806.9	25869.3	0
30x60	30	60	30.04	60.05	14808.0	26681.1	1
30x62	30	62	30.04	62.02	14807.0	27471.8	1
31x17	31	17	31.0	17.07	15153.0	9452.7	3
31x19	31	19	31.05	19.05	15172.6	10247.7	0
31x21	31	21	31.08	21.03	15183.5	11041.6	0
31x23	31	23	31.03	23.05	15165.5	11850.4	2
31x25	31	25	31.05	25.03	15172.0	12646.1	0
31x27	31	27	31.04	27.01	15170.5	13438.8	1
31x29	31	29	31.07	29.04	15181.4	14250.7	0
31x31	31	31	31.0	31.06	15155.2	15062.6	1
31x33	31	33	31.02	33.01	15163.3	15844.5	0
31x35	31	35	31.05	35.02	15174.1	16648.7	1
31x37	31	37	31.05	37.03	15173.4	17455.2	0
31x39	31	39	30.99	39.02	15152.7	18253.6	2
31x41	31	41	31.01	41.03	15156.8	19057.4	2
31x43	31	43	31.0	43.03	15155.7	19858.6	0
31x45	31	45	31.04	45.06	15169.7	20672.1	2
31x47	31	47	30.99	47.03	15149.9	21463.1	2
31x49	31	49	31.01	49.03	15158.8	22264.3	1
31x51	31	51	31.09	51.04	15185.9	23070.7	0
31x53	31	53	31.11	53.04	15193.1	23871.3	0
31x55	31	55	31.04	55.02	15169.7	24664.3	4
31x57	31	57	31.05	57.0	15173.8	25459.6	2
31x59	31	59	31.03	59.01	15165.0	26264.6	1
31x61	31	61	31.04	61.04	15169.9	27079.4	1
32x16	32	16	32.06	16.04	15538.4	9041.4	0
32x18	32	18	32.06	18.04	15535.8	9844.1	0
32x20	32	20	32.07	20.04	15540.8	10646.1	1
32x22	32	22	32.08	22.04	15546.1	11445.4	2
32x24	32	24	32.05	24.03	15533.6	12241.9	0
32x26	32	26	32.04	26.01	15528.9	13035.4	1
32x28	32	28	32.09	28.03	15547.3	13847.6	1
32x30	32	30	32.05	30.03	15534.4	14648.7	3
32x32	32	32	32.03	32.01	15525.0	15443.7	2
32x34	32	34	32.04	34.01	15529.0	16242.9	0
32x36	32	36	32.05	36.03	15533.6	17053.4	3
32x38	32	38	32.08	38.02	15544.6	17852.8	0
32x40	32	40	31.99	40.03	15512.6	18658.3	2
32x42	32	42	31.98	42.04	15509.4	19462.9	2
32x44	32	44	32.03	44.03	15527.8	20260.5	3
32x46	32	46	32.03	46.06	15528.1	21072.8	0
32x48	32	48	31.98	48.03	15508.2	21861.9	0
32x50	32	50	32.05	50.03	15535.4	22664.8	0
32x52	32	52	32.07	52.05	15542.5	23475.5	2
32x54	32	54	32.03	54.01	15527.4	24261.8	0
32x56	32	56	31.96	56.0	15502.5	25056.2	2
32x58	32	58	32.01	58.0	15518.5	25859.9	0
32x60	32	60	32.07	60.02	15539.7	26669.7	1
32x62	32	62	32.02	62.04	15524.7	27478.6	1
33x15	33	15	33.07	15.06	15902.4	8649.9	0
33x17	33	17	33.05	17.05	15894.9	9444.3	1
33x19	33	19	33.09	19.07	15907.9	10255.5	1
33x21	33	21	33.07	21.05	15902.6	11047.3	1
33x23	33	23	33.05	23.05	15895.7	11852.8	0
33x25	33	25	33.06	25.04	15899.5	12648.8	1
33x27	33	27	33.1	27.05	15911.6	13455.4	0
33x29	33	29	33.08	29.06	15905.3	14260.6	2
33x31	33	31	33.06	31.04	15899.0	15054.0	0
33x33	33	33	33.03	33.03	15888.9	15850.5	0
33x35	33	35	33.04	35.04	15892.5	16657.9	2
33x37	33	37	33.05	37.06	15893.8	17465.0	3
33x39	33	39	32.99	39.03	15873.3	18257.8	3
33x41	33	41	33.01	41.05	15879.2	19067.1	0
33x43	33	43	32.98	43.04	15871.2	19862.2	0
33x45	33	45	33.04	45.05	15892.8	20670.7	0
33x47	33	47	33.07	47.06	15903.5	21474.2	0
33x49	33	49	33.0	49.04	15878.0	22266.4	0
33x51	33	51	33.1	51.05	15912.0	23075.2	0
33x53	33	53	33.08	53.06	15904.3	23880.5	1
33x55	33	55	33.04	55.05	15891.3	24677.4	0
33x57	33	57	33.03	57.02	15886.5	25464.9	0
33x59	33	59	33.01	59.03	15881.0	26274.0	1
33x61	33	61	33.06	61.04	15898.9	27078.0	1
34x16	34	16	33.99	16.01	16235.6	9030.2	2
34x18	34	18	34.01	18.02	16241.6	9833.8	1
34x20	34	20	34.03	20.02	16248.0	10634.8	1
34x22	34	22	34.01	22.02	16242.8	11439.0	3
34x24	34	24	34.01	23.99	16241.2	12229.0	0
34x26	34	26	34.01	26.02	16240.8	13039.3	0
34x28	34	28	34.04	28.03	16251.9	13846.5	0
34x30	34	30	34.03	30.02	16249.4	14642.6	2
34x32	34	32	33.98	32.02	16232.7	15446.7	0
34x34	34	34	33.98	34.01	16231.6	16244.9	2
34x36	34	36	33.99	36.03	16236.1	17053.4	0
34x38	34	38	34.03	38.01	16250.3	17846.9	0
34x40	34	40	33.99	40.03	16235.6	18655.1	4
34x42	34	42	33.97	42.04	16227.9	19464.4	3
34x44	34	44	34.02	44.05	16246.0	20267.1	5
34x46	34	46	34.01	46.04	16242.4	21065.5	0
34x48	34	48	33.98	48.01	16230.8	21856.1	0
34x50	34	50	33.99	50.02	16235.1	22660.5	0
34x52	34	52	34.03	52.03	16249.6	23465.5	1
34x54	34	54	34.03	54.03	16248.8	24267.7	1
34x56	34	56	33.97	56.0	16228.3	25059.0	0
34x58	34	58	34.0	57.99	16236.9	25856.9	4
34x60	34	60	34.0	60.01	16238.4	26664.0	2
34x62	34	62	34.02	62.0	16245.0	27464.2	0
35x15	35	15	34.99	15.03	16597.0	8637.1	1
35x17	35	17	35.01	17.01	16602.1	9429.2	0
35x19	35	19	35.01	19.01	16603.3	10231.9	1
35x21	35	21	35.02	21.02	16606.7	11035.9	0
35x23	35	23	34.99	23.01	16595.4	11836.2	1
35x25	35	25	35.0	24.99	16600.0	12628.1	2
35x27	35	27	35.02	27.02	16605.3	13440.2	1
35x29	35	29	35.05	29.0	16616.2	14237.3	2
35x31	35	31	34.98	31.01	16591.0	15042.5	2
35x33	35	33	34.98	33.0	16591.5	15840.5	0
35x35	35	35	35.0	35.01	16599.9	16642.9	0
35x37	35	37	35.02	37.0	16607.8	17442.1	1
35x39	35	39	34.99	39.01	16596.5	18247.2	0
35x41	35	41	34.98	41.0	16591.8	19046.3	1
35x43	35	43	35.0	43.03	16598.9	19858.9	0
35x45	35	45	35.02	45.03	16606.4	20659.1	1
35x47	35	47	34.97	47.02	16589.7	21458.4	3
35x49	35	49	34.98	49.01	16593.6	22257.3	2
35x51	35	51	35.0	51.02	16600.2	23061.7	0
35x53	35	53	35.02	53.0	16607.4	23856.6	1
35x55	35	55	35.0	55.01	16599.4	24660.2	1
35x57	35	57	34.98	56.99	16591.8	25455.6	4
35x59	35	59	34.99	58.98	16595.2	26253.3	0
35x61	35	61	34.99	60.99	16596.0	27056.8	0
36x14	36	14	36.03	14.01	16972.2	8225.7	0
36x16	36	16	35.99	16.01	16955.3	9029.1	4
36x18	36	18	36.01	18.01	16963.7	9829.2	1
36x20	36	20	36.02	19.99	16969.1	10625.5	3
36x22	36	22	36.03	21.99	16971.1	11427.5	0
36x24	36	24	35.96	24.0	16946.3	12232.1	1
36x26	36	26	36.0	25.99	16960.8	13028.9	1
36x28	36	28	36.03	28.01	16970.5	13839.0	0
36x30	36	30	36.03	30.0	16970.6	14636.4	2
36x32	36	32	35.98	31.99	16955.2	15436.1	0
36x34	36	34	35.99	34.02	16956.0	16248.7	0
36x36	36	36	36.0	36.0	16961.6	17043.2	0
36x38	36	38	36.02	37.99	16967.9	17839.8	0
36x40	36	40	35.97	40.0	16950.4	18644.7	0
36x42	36	42	35.98	42.01	16954.9	19451.9	1
36x44	36	44	36.01	44.01	16963.7	20253.5	0
36x46	36	46	36.01	46.02	16965.4	21058.4	3
36x48	36	48	35.99	48.0	16957.2	21852.0	2
36x50	36	50	35.99	50.01	16958.5	22655.4	2
36x52	36	52	36.02	52.01	16968.1	23459.3	0
36x54	36	54	36.02	54.01	16968.2	24260.8	0
36x56	36	56	35.97	55.99	16950.5	25052.8	0
36x58	36	58	36.01	57.98	16963.1	25850.8	0
36x60	36	60	35.99	59.99	16957.8	26658.1	2
36x62	36	62	36.03	61.98	16971.0	27456.2	3
37x13	37	13	37.04	13.02	17335.9	7830.2	0
37x15	37	15	36.96	14.99	17309.1	8621.2	2
37x17	37	17	36.99	16.98	17319.7	9418.5	3
37x19	37	19	37.02	18.99	17327.7	10225.1	1
37x21	37	21	37.02	20.99	17330.6	11025.1	0
37x23	37	23	36.98	22.98	17315.7	11822.9	1
37x25	37	25	36.97	24.98	17312.3	12622.9	1
37x27	37	27	37.0	26.99	17323.5	13431.2	1
37x29	37	29	37.02	29.0	17330.2	14236.3	2
37x31	37	31	36.99	31.01	17319.8	15041.8	4
37x33	37	33	36.99	33.01	17317.8	15842.0	1
37x35	37	35	37.0	34.99	17321.4	16636.4	0
37x37	37	37	37.01	37.0	17326.1	17442.0	0
37x39	37	39	36.95	39.0	17304.5	18243.9	2
37x41	37	41	36.98	41.0	17315.1	19044.8	1
37x43	37	43	36.99	43.0	17319.6	19849.0	0
37x45	37	45	37.02	45.01	17328.2	20653.9	3
37x47	37	47	36.99	47.0	17318.5	21451.9	0
37x49	37	49	36.97	49.0	17311.6	22250.1	0
37x51	37	51	37.01	51.0	17325.1	23052.4	0
37x53	37	53	37.02	53.05	17327.4	23873.5	0
37x55	37	55	36.99	54.98	17318.6	24649.9	0
37x57	37	57	36.96	56.97	17308.4	25445.8	3
37x59	37	59	36.99	58.98	17317.7	26251.9	0
37x61	37	61	36.99	60.98	17316.8	27055.6	2
38x14	38	14	38.0	14.04	17684.7	8240.5	2
38x16	38	16	37.97	16.01	17671.9	9027.2	0
38x18	38	18	37.99	18.02	17679.7	9833.8	0
38x20	38	20	38.02	20.01	17689.9	10632.0	0
38x22	38	22	38.0	22.01	17681.6	11432.4	3
38x24	38	24	37.95	23.99	17666.0	12227.6	0
38x26	38	26	37.99	26.02	17678.0	13041.6	1
38x28	38	28	37.98	28.01	17676.7	13838.6	1
38x30	38	30	38.01	30.02	17687.1	14644.0	3
38x32	38	32	37.97	32.01	17670.8	15444.1	0
38x34	38	34	37.98	34.0	17676.4	16239.7	5
38x36	38	36	38.0	36.02	17683.6	17050.7	2
38x38	38	38	37.98	38.03	17677.3	17853.7	0
38x40	38	40	37.94	40.02	17662.5	18653.3	1
38x42	38	42	37.99	42.02	17678.6	19455.7	3
38x44	38	44	37.99	44.03	17678.5	20259.7	0
38x46	38	46	38.01	46.02	17686.1	21057.7	1
38x48	38	48	37.96	48.02	17668.4	21858.8	2
38x50	38	50	38.01	50.01	17685.0	22658.8	0
38x52	38	52	37.99	52.02	17680.6	23463.3	0
38x54	38	54	38.02	54.02	17690.4	24262.7	0
38x56	38	56	37.95	56.01	17666.6	25059.9	3
38x58	38	58	37.97	57.99	17673.1	25855.0	0
38x60	38	60	38.05	60.0	17699.8	26662.3	2
38x62	38	62	38.0	62.01	17682.7	27468.6	3
39x13	39	13	39.01	13.03	18047.3	7833.3	1
39x15	39	15	38.97	15.03	18032.1	8637.3	3
39x17	39	17	38.94	17.02	18021.2	9435.4	3
39x19	39	19	38.98	19.03	18035.4	10240.7	1
39x21	39	21	39.0	21.03	18045.6	11040.6	0
39x23	39	23	38.94	23.03	18024.2	11842.5	2
39x25	39	25	38.95	25.01	18027.8	12636.0	0
39x27	39	27	39.0	27.02	18042.8	13441.8	0
39x29	39	29	38.99	29.04	18042.0	14252.6	1
39x31	39	31	38.94	31.04	18024.2	15051.6	5
39x33	39	33	38.94	33.02	18023.6	15848.8	5
39x35	39	35	38.96	35.03	18028.9	16654.6	0
39x37	39	37	38.99	37.01	18041.2	17448.2	0
39x39	39	39	38.95	39.02	18024.9	18252.7	0
39x41	39	41	38.94	41.04	18024.0	19062.8	3
39x43	39	43	38.97	43.04	18033.8	19865.0	2
39x45	39	45	39.0	45.05	18043.4	20668.7	3
39x47	39	47	38.95	47.03	18025.8	21461.3	4
39x49	39	49	38.95	49.03	18026.3	22263.9	2
39x51	39	51	38.95	51.03	18028.0	23063.9	1
39x53	39	53	39.0	53.01	18045.1	23859.3	1
39x55	39	55	38.98	55.02	18037.3	24663.7	0
39x57	39	57	39.11	56.97	18083.4	25446.0	0
39x59	39	59	38.96	58.99	18030.7	26257.4	1
39x61	39	61	39.01	61.05	18047.8	27082.4	2
40x14	40	14	39.97	14.05	18394.8	8241.8	0
40x16	40	16	39.96	16.05	18390.1	9043.5	1
40x18	40	18	39.95	18.04	18387.0	9843.1	1
40x20	40	20	39.98	20.05	18396.7	10647.1	1
40x22	40	22	39.97	22.04	18394.9	11445.6	3
40x24	40	24	39.93	24.03	18378.5	12242.8	0
40x26	40	26	39.96	26.04	18392.1	13047.7	2
40x28	40	28	39.96	28.05	18390.6	13854.8	0
40x30	40	30	39.96	30.06	18390.4	14661.7	4
40x32	40	32	39.95	32.03	18386.8	15450.2	0
40x34	40	34	39.93	34.04	18379.2	16256.5	0
40x36	40	36	39.95	36.06	18386.7	17063.7	3
40x38	40	38	39.97	38.02	18395.5	17852.9	0
40x40	40	40	39.93	40.05	18379.5	18666.5	1
40x42	40	42	39.92	42.05	18377.6	19465.7	0
40x44	40	44	39.97	44.06	18394.9	20271.9	0
40x46	40	46	39.97	46.05	18395.6	21069.3	0
40x48	40	48	39.91	48.03	18373.1	21864.6	0
40x50	40	50	39.96	50.06	18391.0	22675.9	1
40x52	40	52	39.97	52.05	18395.2	23474.5	1
40x54	40	54	39.98	54.04	18398.1	24270.6	0
40x56	40	56	39.92	56.02	18376.0	25066.7	2
40x58	40	58	39.93	58.02	18380.4	25866.8	1
40x60	40	60	39.94	60.03	18382.4	26673.2	4
40x62	40	62	39.97	62.04	18395.3	27480.3	0
41x13	41	13	40.99	13.04	18762.7	7838.1	0
41x15	41	15	40.97	15.04	18755.8	8641.9	3
41x17	41	17	40.94	17.04	18746.2	9441.2	0
41x19	41	19	40.99	19.02	18763.7	10236.9	1
41x21	41	21	40.98	21.03	18760.4	11040.3	1
41x23	41	23	40.94	23.03	18744.9	11843.9	1
41x25	41	25	40.94	25.01	18744.7	12635.8	3
41x27	41	27	40.95	27.03	18750.3	13446.9	0
41x29	41	29	40.99	29.05	18763.0	14256.9	1
41x31	41	31	40.92	31.04	18739.1	15052.1	0
41x33	41	33	40.92	33.02	18736.9	15848.0	1
41x35	41	35	40.97	35.02	18755.9	16648.9	2
41x37	41	37	40.99	37.02	18763.8	17451.5	5
