	x	y	new_x	new_y	pixel_x	pixel_y	cluster
14x32	14	32	14.03	31.93	9091.6	16211.7	2
14x34	14	34	14.0	33.91	9082.8	17007.0	0
14x36	14	36	14.01	35.91	9085.1	17808.2	0
14x38	14	38	13.97	37.91	9071.5	18608.6	0
14x40	14	40	13.97	39.9	9071.1	19407.5	0
14x42	14	42	14.03	41.93	9093.1	20221.5	1
14x44	14	44	14.02	43.91	9087.4	21013.3	0
14x46	14	46	13.96	45.91	9065.8	21818.2	0
14x48	14	48	13.97	47.91	9071.5	22617.9	1
14x50	14	50	13.99	49.9	9077.3	23418.1	0
14x52	14	52	14.0	51.95	9082.9	24237.3	0
14x54	14	54	13.96	53.91	9065.0	25024.9	5
15x29	15	29	14.98	28.94	9433.9	15011.9	0
15x31	15	31	14.98	30.93	9435.8	15810.6	0
15x33	15	33	15.0	32.93	9440.9	16610.8	2
15x35	15	35	15.01	34.92	9446.0	17411.7	2
15x37	15	37	14.97	36.92	9430.1	18212.6	1
15x39	15	39	14.99	38.92	9439.8	19013.6	0
15x41	15	41	15.0	40.92	9443.0	19817.3	0
15x43	15	43	15.0	42.94	9442.9	20624.8	0
15x45	15	45	14.99	44.92	9436.7	21419.8	0
15x47	15	47	14.99	46.93	9438.1	22224.6	0
15x49	15	49	14.99	48.91	9439.5	23021.7	0
15x51	15	51	15.01	50.93	9444.1	23829.7	1
15x53	15	53	14.99	52.93	9437.8	24632.1	0
15x55	15	55	14.96	54.96	9427.3	25444.9	0
16x28	16	28	16.04	27.96	9817.6	14617.6	1
16x30	16	30	15.98	29.93	9794.2	15407.8	0
16x32	16	32	15.99	31.92	9799.5	16206.7	0
16x34	16	34	16.0	33.92	9801.7	17009.2	4
16x36	16	36	16.01	35.92	9808.0	17812.0	2
16x38	16	38	15.98	37.92	9795.8	18612.0	0
16x40	16	40	15.99	39.92	9799.7	19413.6	0
16x42	16	42	16.03	41.91	9814.0	20214.9	1
16x44	16	44	16.01	43.92	9806.8	21019.3	1
16x46	16	46	15.97	45.91	9790.6	21818.2	2
16x48	16	48	15.96	47.9	9787.8	22615.2	0
16x50	16	50	16.0	49.92	9802.8	23424.6	2
16x52	16	52	16.02	51.94	9808.8	24234.2	0
16x54	16	54	15.99	53.87	9798.4	25006.9	0
17x27	17	27	17.03	26.98	10173.3	14225.8	0
17x29	17	29	16.96	28.93	10151.0	15008.9	1
17x31	17	31	16.98	30.92	10157.3	15805.1	0
17x33	17	33	16.99	32.93	10160.2	16611.8	4
17x35	17	35	17.02	34.92	10171.2	17408.2	2
17x37	17	37	16.97	36.92	10152.8	18211.1	0
17x39	17	39	16.99	38.89	10159.6	19002.8	1
17x41	17	41	16.99	40.92	10158.9	19816.9	1
17x43	17	43	17.0	42.92	10163.3	20619.9	0
17x45	17	45	16.97	44.92	10153.4	21420.7	0
17x47	17	47	16.96	46.91	10147.9	22217.7	0
17x49	17	49	16.97	48.92	10153.5	23022.3	0
17x51	17	51	16.99	50.94	10159.1	23832.6	0
17x53	17	53	16.99	52.94	10159.3	24635.9	3
17x55	17	55	16.84	55.06	10107.1	25486.9	0
18x26	18	26	18.05	26.06	10543.9	13856.7	0
18x28	18	28	18.05	28.05	10541.1	14653.8	1
18x30	18	30	17.98	30.04	10518.5	15452.4	0
18x32	18	32	17.97	32.02	10512.4	16246.0	0
18x34	18	34	18.03	34.04	10534.8	17058.9	4
18x36	18	36	18.01	36.0	10529.5	17844.9	1
18x38	18	38	17.95	38.03	10505.1	18656.7	2
18x40	18	40	17.99	40.02	10519.4	19456.3	0
18x42	18	42	18.01	42.04	10527.9	20264.0	2
18x44	18	44	18.03	44.06	10535.3	21074.5	1
18x46	18	46	18.01	46.04	10526.9	21869.9	2
18x48	18	48	18.0	48.02	10526.0	22661.8	0
18x50	18	50	18.01	50.05	10527.5	23475.5	0
18x52	18	52	18.05	52.03	10543.7	24271.6	0
18x54	18	54	17.98	54.01	10516.7	25063.0	0
19x25	19	25	19.07	25.01	10909.4	13437.7	0
19x27	19	27	19.03	27.06	10895.3	14256.4	4
19x29	19	29	18.97	29.03	10874.2	15047.6	1
19x31	19	31	19.06	31.05	10908.8	15858.1	0
19x33	19	33	19.02	33.01	10893.4	16645.8	4
19x35	19	35	19.05	35.05	10904.0	17461.7	1
19x37	19	37	18.97	37.01	10876.5	18249.1	0
19x39	19	39	18.99	39.02	10881.1	19053.8	3
19x41	19	41	19.0	41.03	10885.4	19860.5	2
19x43	19	43	19.03	43.04	10896.5	20664.3	1
19x45	19	45	19.03	45.02	10897.3	21461.5	1
19x47	19	47	19.0	47.05	10886.9	22273.6	2
19x49	19	49	19.02	49.02	10893.4	23063.1	0
19x51	19	51	19.03	51.03	10898.1	23871.8	0
19x53	19	53	19.03	53.02	10894.8	24667.2	2
19x55	19	55	18.99	55.0	10880.6	25461.8	0
20x24	20	24	20.03	24.05	11257.4	13052.2	0
20x26	20	26	19.97	26.08	11235.5	13865.9	0
20x28	20	28	20.03	28.03	11259.2	14647.9	2
20x30	20	30	19.98	30.05	11238.5	15455.5	1
20x32	20	32	19.98	32.03	11238.9	16250.7	0
20x34	20	34	19.99	34.01	11243.2	17043.7	1
20x36	20	36	20.0	36.02	11245.8	17851.6	1
20x38	20	38	19.96	38.03	11232.4	18657.6	3
20x40	20	40	19.94	40.03	11224.2	19460.2	0
20x42	20	42	20.02	42.04	11252.1	20264.7	0
20x44	20	44	20.15	44.01	11301.5	21053.2	1
20x46	20	46	19.99	46.04	11242.1	21870.5	2
20x48	20	48	19.99	48.01	11244.6	22660.1	0
20x50	20	50	20.03	50.03	11255.9	23470.2	0
20x52	20	52	20.04	52.02	11261.6	24268.4	0
20x54	20	54	19.98	54.02	11240.8	25070.7	0
21x25	21	25	21.03	25.05	11617.0	13450.8	0
21x27	21	27	21.08	27.04	11637.0	14251.7	2
21x29	21	29	20.97	29.09	11598.4	15071.4	1
21x31	21	31	21.01	31.07	11612.6	15865.0	1
21x33	21	33	21.0	33.04	11607.1	16656.3	1
21x35	21	35	21.01	35.05	11611.4	17461.9	1
21x37	21	37	20.9	37.04	11570.2	18261.3	3
21x39	21	39	20.98	39.03	11600.0	19057.2	0
21x41	21	41	20.99	41.05	11604.5	19866.1	2
21x43	21	43	21.01	43.06	11610.6	20674.5	1
21x45	21	45	21.03	45.05	11617.6	21471.6	0
21x47	21	47	21.05	47.06	11624.4	22277.9	2
21x49	21	49	21.02	49.05	11616.5	23074.3	1
21x51	21	51	21.03	51.05	11618.2	23877.9	1
21x53	21	53	21.03	53.03	11618.1	24670.6	0
21x55	21	55	21.01	54.96	11609.6	25445.6	3
22x24	22	24	22.0	24.07	11969.3	13060.8	1
22x26	22	26	22.02	26.08	11977.2	13866.1	0
22x28	22	28	22.07	28.09	11992.1	14671.9	3
22x30	22	30	21.99	30.06	11964.7	15462.3	4
22x32	22	32	22.0	32.07	11968.3	16268.8	1
22x34	22	34	22.0	34.07	11969.9	17068.0	1
22x36	22	36	22.01	36.07	11970.2	17873.0	1
22x38	22	38	21.99	38.03	11963.7	18655.1	1
22x40	22	40	21.99	40.04	11965.1	19463.7	2
22x42	22	42	22.02	42.1	11974.8	20287.7	1
22x44	22	44	22.04	44.06	11982.8	21076.9	0
22x46	22	46	21.99	46.09	11964.4	21889.4	0
22x48	22	48	22.0	48.09	11967.7	22691.8	0
22x50	22	50	22.04	50.05	11984.4	23476.4	0
22x52	22	52	22.04	52.06	11984.2	24283.1	3
22x54	22	54	21.99	54.07	11964.3	25090.5	0
23x23	23	23	23.03	23.08	12341.6	12663.5	1
23x25	23	25	23.02	25.05	12336.7	13451.3	4
23x27	23	27	23.02	27.11	12338.3	14278.7	1
23x29	23	29	23.01	29.09	12333.1	15070.4	2
23x31	23	31	23.0	31.05	12331.1	15860.1	1
23x33	23	33	23.0	33.07	12329.4	16669.0	1
23x35	23	35	23.0	35.08	12329.8	17472.7	1
23x37	23	37	22.96	37.06	12314.8	18267.6	1
23x39	23	39	22.98	39.05	12322.9	19067.3	1
23x41	23	41	22.98	41.06	12322.3	19873.4	3
23x43	23	43	23.0	43.1	12328.1	20690.1	0
23x45	23	45	23.01	45.09	12332.1	21487.4	0
23x47	23	47	22.98	47.06	12321.7	22279.4	0
23x49	23	49	22.99	49.09	12326.2	23093.8	0
23x51	23	51	23.03	51.05	12341.8	23876.6	1
23x53	23	53	22.99	53.08	12326.1	24691.5	0
23x55	23	55	22.98	55.07	12322.6	25491.0	0
24x22	24	22	24.02	22.07	12696.9	12258.0	0
24x24	24	24	24.02	24.04	12699.2	13045.4	0
24x26	24	26	24.01	26.07	12695.4	13859.9	1
24x28	24	28	24.04	28.08	12703.9	14665.5	0
24x30	24	30	23.98	30.02	12682.6	15444.7	0
24x32	24	32	23.99	32.06	12687.7	16264.1	1
24x34	24	34	23.99	34.07	12687.1	17069.2	2
24x36	24	36	24.0	36.04	12690.4	17860.8	1
24x38	24	38	23.96	38.03	12675.3	18655.8	1
24x40	24	40	23.94	40.04	12668.6	19462.3	1
24x42	24	42	24.01	42.09	12692.7	20286.6	3
24x44	24	44	24.01	44.06	12693.5	21076.2	0
24x46	24	46	23.95	46.08	12672.9	21886.9	0
24x48	24	48	23.98	48.09	12682.1	22689.7	0
24x50	24	50	24.02	50.02	12697.3	23464.9	5
24x52	24	52	24.04	52.06	12704.6	24283.2	3
24x54	24	54	23.98	54.08	12684.1	25094.9	0
25x21	25	21	25.02	21.07	13058.0	11857.1	0
25x23	25	23	25.01	23.05	13056.4	12651.7	0
25x25	25	25	25.01	25.04	13054.8	13448.2	2
25x27	25	27	25.03	27.07	13063.2	14261.3	3
25x29	25	29	25.0	29.04	13050.8	15051.3	2
25x31	25	31	25.01	31.03	13054.2	15850.6	0
25x33	25	33	24.99	33.05	13047.1	16660.7	1
25x35	25	35	24.99	35.03	13048.4	17455.0	0
25x37	25	37	24.97	37.05	13041.1	18265.6	2
25x39	25	39	24.95	39.04	13032.4	19060.3	0
25x41	25	41	24.99	41.06	13045.8	19871.2	3
25x43	25	43	24.99	43.07	13048.0	20679.5	3
25x45	25	45	24.98	45.08	13045.0	21482.7	0
25x47	25	47	24.96	47.05	13038.1	22273.8	0
25x49	25	49	25.03	49.04	13061.8	23073.4	0
25x51	25	51	25.04	51.04	13063.9	23872.6	5
25x53	25	53	24.99	53.05	13046.9	24681.1	0
25x55	25	55	25.01	55.01	13055.6	25464.6	0
26x22	26	22	26.03	22.0	13423.8	12228.0	1
26x24	26	24	26.05	23.99	13430.6	13027.9	2
26x26	26	26	26.06	26.01	13432.1	13837.0	0
26x28	26	28	26.05	27.99	13429.2	14631.7	0
26x30	26	30	26.0	29.99	13413.2	15432.2	0
26x32	26	32	26.01	31.97	13416.3	16226.6	2
26x34	26	34	26.03	34.0	13423.2	17040.2	0
26x36	26	36	26.03	35.99	13424.2	17838.2	0
26x38	26	38	25.99	37.99	13408.6	18640.2	2
26x40	26	40	26.0	39.98	13411.2	19438.2	2
26x42	26	42	26.03	42.02	13422.1	20255.5	2
26x44	26	44	26.02	44.03	13420.7	21062.5	2
26x46	26	46	26.0	45.99	13411.0	21847.2	0
26x48	26	48	26.0	47.96	13410.4	22640.1	0
26x50	26	50	26.04	50.02	13425.1	23463.4	5
26x52	26	52	26.03	52.01	13424.5	24261.8	0
26x54	26	54	25.97	54.0	13401.5	25062.3	0
27x21	27	21	26.99	21.01	13770.0	11831.6	3
27x23	27	23	27.0	23.02	13771.7	12637.9	1
27x25	27	25	27.04	25.03	13786.3	13443.2	2
27x27	27	27	27.06	27.02	13792.9	14241.9	2
27x29	27	29	26.99	29.02	13768.5	15046.1	2
27x31	27	31	27.0	31.0	13773.9	15838.7	2
27x33	27	33	27.05	33.04	13790.8	16656.1	1
27x35	27	35	27.03	34.99	13783.5	17438.5	1
27x37	27	37	27.01	37.0	13775.1	18242.8	1
27x39	27	39	26.97	39.01	13761.3	19050.4	0
27x41	27	41	27.02	41.0	13781.0	19849.0	2
27x43	27	43	27.05	43.04	13790.5	20664.7	0
27x45	27	45	27.0	45.02	13774.5	21459.1	0
27x47	27	47	26.99	47.02	13768.5	22261.3	0
27x49	27	49	27.07	49.18	13797.0	23130.1	0
27x51	27	51	27.06	51.01	13793.0	23862.7	0
27x53	27	53	27.0	53.02	13772.9	24668.7	0
27x55	27	55	27.0	55.03	13774.1	25472.3	5
28x20	28	20	28.05	20.04	14152.7	11443.0	1
28x22	28	22	28.0	22.01	14134.3	12234.3	1
28x24	28	24	28.01	24.02	14138.9	13039.9	1
28x26	28	26	28.07	26.02	14158.3	13839.2	3
28x28	28	28	28.06	28.01	14154.2	14640.3	2
28x30	28	30	27.99	29.99	14130.8	15431.5	0
28x32	28	32	28.01	32.01	14136.7	16244.5	0
28x34	28	34	28.01	34.0	14137.2	17042.0	3
28x36	28	36	28.0	36.01	14132.7	17846.4	1
28x38	28	38	27.98	38.0	14126.7	18646.4	0
28x40	28	40	27.98	40.0	14126.6	19445.1	0
28x42	28	42	28.03	42.02	14143.2	20257.8	2
28x44	28	44	28.05	44.03	14152.6	21064.9	3
28x46	28	46	28.0	46.01	14133.0	21855.3	0
28x48	28	48	27.98	47.99	14128.3	22652.3	0
28x50	28	50	28.0	50.04	14133.1	23471.2	5
28x52	28	52	28.02	52.05	14141.8	24278.9	5
28x54	28	54	27.95	54.0	14116.6	25060.0	3
29x21	29	21	29.01	20.99	14498.1	11823.0	1
29x23	29	23	29.01	23.0	14497.3	12630.6	1
29x25	29	25	29.05	25.0	14512.4	13433.7	1
29x27	29	27	29.05	27.0	14511.3	14233.1	0
29x29	29	29	28.99	29.02	14493.0	15044.8	2
29x31	29	31	28.99	30.96	14492.2	15821.1	2
29x33	29	33	28.99	33.01	14492.8	16645.8	1
29x35	29	35	29.02	35.0	14503.4	17442.0	0
29x37	29	37	28.99	37.0	14492.7	18243.5	0
29x39	29	39	28.98	38.99	14489.3	19043.4	0
29x41	29	41	29.02	40.99	14503.1	19842.2	2
29x43	29	43	29.02	43.02	14503.6	20658.9	0
29x45	29	45	29.0	45.05	14493.1	21472.7	0
29x47	29	47	28.95	46.98	14475.8	22246.4	5
29x49	29	49	29.01	49.0	14500.1	23055.8	0
29x51	29	51	29.04	51.03	14509.5	23870.4	1
29x53	29	53	29.0	53.01	14495.4	24662.7	0
29x55	29	55	28.95	55.0	14477.6	25460.0	0
30x20	30	20	30.04	20.03	14871.5	11437.6	1
30x22	30	22	29.93	22.02	14830.9	12235.5	0
30x24	30	24	30.02	24.02	14864.6	13040.9	1
30x26	30	26	30.03	26.04	14866.0	13847.9	1
30x28	30	28	30.03	28.0	14867.7	14635.4	1
30x30	30	30	29.96	29.99	14842.5	15431.2	2
30x32	30	32	29.98	31.98	14848.1	16229.5	1
30x34	30	34	30.01	33.96	14857.6	17025.9	1
30x36	30	36	29.98	36.0	14847.1	17842.8	1
30x38	30	38	29.92	38.02	14825.3	18653.0	2
30x40	30	40	29.91	39.99	14824.3	19443.8	0
30x42	30	42	29.95	42.1	14836.6	20287.8	0
30x44	30	44	29.96	44.02	14842.9	21059.3	0
30x46	30	46	29.92	46.03	14825.6	21865.6	0
30x48	30	48	29.94	48.04	14835.3	22672.7	0
30x50	30	50	30.03	50.03	14866.5	23468.0	2
30x52	30	52	30.06	52.03	14877.9	24270.2	0
30x54	30	54	29.95	54.01	14837.1	25066.1	1
31x19	31	19	31.0	19.03	15215.6	11040.2	0
31x21	31	21	30.96	21.0	15203.8	11827.7	0
31x23	31	23	30.98	23.03	15211.0	12642.7	1
31x25	31	25	31.01	25.03	15219.8	13445.5	0
31x27	31	27	30.98	26.98	15210.7	14224.9	3
31x29	31	29	30.96	29.0	15203.2	15037.5	0
31x31	31	31	30.94	31.0	15195.0	15837.6	2
31x33	31	33	30.98	32.96	15209.7	16625.1	0
31x35	31	35	30.99	34.98	15213.5	17433.6	1
31x37	31	37	30.92	36.99	15188.6	18242.1	0
31x39	31	39	30.91	38.98	15184.4	19038.4	0
31x41	31	41	30.94	40.99	15193.5	19845.4	0
31x43	31	43	30.96	43.0	15200.7	20651.5	0
31x45	31	45	30.92	45.01	15186.6	21457.0	1
31x47	31	47	30.89	47.0	15178.0	22252.1	0
31x49	31	49	30.93	49.01	15192.6	23059.3	0
31x51	31	51	31.04	51.02	15231.4	23866.1	0
31x53	31	53	31.07	53.01	15242.6	24662.0	3
32x18	32	18	32.03	18.07	15587.8	10652.1	0
32x20	32	20	32.01	20.03	15580.6	11437.3	2
32x22	32	22	31.98	22.02	15569.2	12238.8	2
32x24	32	24	32.02	23.98	15586.0	13022.6	0
32x26	32	26	31.99	25.99	15575.2	13828.8	2
32x28	32	28	32.03	27.99	15587.0	14631.1	2
32x30	32	30	31.92	30.0	15548.0	15435.8	2
32x32	32	32	31.95	31.97	15561.0	16226.8	2
32x34	32	34	31.99	33.96	15574.5	17026.5	0
32x36	32	36	31.98	36.0	15570.2	17842.3	0
32x38	32	38	31.93	37.99	15550.8	18640.5	0
32x40	32	40	31.89	39.97	15536.9	19433.5	1
32x42	32	42	31.92	42.03	15550.4	20261.2	0
32x44	32	44	31.99	44.01	15572.1	21054.2	0
32x46	32	46	31.88	46.02	15535.2	21861.2	0
32x48	32	48	31.94	48.0	15554.7	22653.8	2
32x50	32	50	32.03	50.02	15588.3	23464.8	1
32x52	32	52	32.05	52.05	15596.8	24277.4	1
32x54	32	54	31.95	54.02	15561.1	25070.5	1
33x19	33	19	33.07	19.04	15964.2	11044.0	2
33x21	33	21	32.94	21.0	15917.5	11827.0	2
33x23	33	23	33.03	23.06	15950.9	12652.8	2
33x25	33	25	33.07	25.04	15964.4	13448.2	2
33x27	33	27	33.07	27.02	15963.6	14244.1	2
33x29	33	29	32.94	29.06	15918.5	15062.1	0
33x31	33	31	33.05	30.97	15955.8	15827.2	0
33x33	33	33	33.0	32.97	15939.6	16628.1	0
33x35	33	35	32.98	34.99	15929.8	17439.6	0
33x37	33	37	32.93	37.01	15912.6	18249.3	0
33x39	33	39	32.9	38.97	15902.6	19035.2	0
33x41	33	41	32.94	41.02	15917.2	19854.3	3
33x43	33	43	32.95	43.0	15919.4	20649.9	0
33x45	33	45	32.94	45.02	15916.9	21458.9	1
33x47	33	47	32.98	47.02	15930.7	22263.0	0
33x49	33	49	32.94	49.01	15918.0	23061.9	2
33x51	33	51	33.06	51.05	15960.2	23876.6	0
33x53	33	53	33.02	53.03	15944.7	24671.5	0
33x55	33	55	32.96	55.02	15922.7	25470.6	1
34x18	34	18	34.04	18.0	16313.5	10623.9	1
34x20	34	20	34.03	20.0	16310.8	11428.6	0
34x22	34	22	34.0	22.01	16298.0	12232.7	1
34x24	34	24	33.96	23.96	16283.7	13016.7	0
34x26	34	26	34.02	26.01	16305.1	13837.8	2
34x28	34	28	34.04	28.01	16312.4	14639.3	0
34x30	34	30	34.0	29.99	16298.3	15433.0	3
34x32	34	32	34.01	31.99	16302.0	16234.2	0
34x34	34	34	33.97	33.96	16289.9	17026.5	0
34x36	34	36	34.01	36.0	16301.5	17842.7	2
34x38	34	38	33.97	37.99	16290.3	18642.4	0
34x40	34	40	34.01	39.98	16301.3	19438.4	0
34x42	34	42	34.0	42.04	16298.9	20263.5	1
34x44	34	44	34.04	44.0	16312.7	21052.4	0
34x46	34	46	33.99	46.01	16295.2	21855.3	3
34x48	34	48	34.01	48.01	16303.1	22657.9	0
34x50	34	50	34.02	50.01	16307.9	23460.5	0
34x52	34	52	34.04	52.0	16314.3	24259.2	2
34x54	34	54	33.99	54.0	16294.4	25062.1	3
35x17	35	17	35.07	17.02	16683.9	10233.0	1
35x19	35	19	35.03	18.99	16671.2	11022.4	1
35x21	35	21	34.98	20.98	16653.5	11820.5	1
35x23	35	23	35.01	23.01	16664.2	12632.5	1
35x25	35	25	35.02	25.0	16668.2	13431.6	2
35x27	35	27	35.0	27.01	16659.6	14239.5	2
35x29	35	29	35.02	29.0	16668.0	15035.4	1
35x31	35	31	34.99	30.98	16658.0	15830.9	2
35x33	35	33	34.97	32.96	16650.0	16624.4	1
35x35	35	35	35.0	34.97	16661.0	17429.3	3
35x37	35	37	34.97	36.98	16650.9	18236.4	0
35x39	35	39	35.0	38.97	16659.4	19034.2	3
35x41	35	41	35.01	40.98	16665.6	19838.6	3
35x43	35	43	35.03	43.0	16671.6	20648.2	0
35x45	35	45	35.0	45.01	16660.0	21455.6	3
35x47	35	47	35.0	46.99	16661.8	22251.2	0
35x49	35	49	35.01	48.99	16663.7	23052.2	1
35x51	35	51	35.04	50.99	16673.0	23855.5	0
35x53	35	53	35.02	52.98	16667.7	24651.9	2
36x18	36	18	36.02	18.01	17028.4	10628.1	1
36x20	36	20	36.06	19.98	17041.1	11420.6	1
36x22	36	22	36.0	21.98	17021.4	12221.6	1
36x24	36	24	35.99	23.98	17019.2	13022.5	2
36x26	36	26	36.02	25.95	17029.6	13815.0	0
36x28	36	28	36.07	27.99	17047.1	14631.2	0
36x30	36	30	35.99	29.96	17017.5	15423.0	1
36x32	36	32	36.0	31.96	17021.6	16224.9	0
36x34	36	34	36.0	33.97	17020.1	17027.2	1
36x36	36	36	36.01	35.99	17025.8	17837.4	0
36x38	36	38	35.98	37.96	17013.1	18629.8	1
36x40	36	40	35.99	39.98	17018.5	19437.5	0
36x42	36	42	36.02	42.01	17027.6	20253.4	0
36x46	36	46	35.99	45.99	17018.9	21849.1	1
36x48	36	48	36.0	47.98	17022.0	22646.0	0
36x50	36	50	36.02	49.95	17027.6	23438.3	1
36x52	36	52	36.03	51.99	17032.6	24255.4	0
37x17	37	17	37.02	17.0	17390.6	10222.5	1
37x19	37	19	37.04	18.98	17394.8	11019.5	1
37x21	37	21	37.0	20.97	17380.9	11815.2	1
37x23	37	23	37.02	22.98	17388.7	12623.7	0
37x25	37	25	36.98	24.95	17375.2	13412.7	0
37x27	37	27	37.01	26.97	17384.3	14221.8	0
37x29	37	29	37.0	28.99	17383.7	15031.7	0
37x31	37	31	37.01	30.97	17383.9	15826.3	4
37x33	37	33	36.98	32.97	17374.9	16627.7	1
37x35	37	35	37.01	34.96	17387.4	17428.0	2
37x37	37	37	36.98	36.97	17374.5	18231.0	1
37x39	37	39	36.98	38.97	17374.1	19035.8	3
37x41	37	41	37.0	40.97	17383.3	19834.4	0
37x47	37	47	37.02	46.98	17388.7	22245.0	0
37x49	37	49	37.01	48.98	17386.6	23047.9	1
37x51	37	51	37.02	50.98	17387.8	23848.2	0
38x16	38	16	38.02	16.01	17749.2	9828.5	1
38x18	38	18	38.01	18.03	17747.2	10635.9	1
38x20	38	20	38.05	20.0	17761.9	11426.0	1
38x22	38	22	37.99	21.99	17737.7	12227.0	4
38x24	38	24	38.0	23.98	17744.7	13023.4	1
38x26	38	26	38.03	26.01	17752.8	13836.1	0
38x28	38	28	38.02	28.02	17751.9	14643.7	0
38x30	38	30	37.97	29.99	17732.8	15431.9	1
38x32	38	32	37.99	32.0	17738.6	16237.7	1
38x34	38	34	38.02	33.97	17749.5	17029.1	0
38x36	38	36	38.01	36.01	17747.1	17849.1	0
38x38	38	38	37.97	38.0	17733.0	18643.4	1
38x40	38	40	37.96	39.98	17727.6	19438.2	4
38x48	38	48	37.97	48.0	17732.0	22653.1	0
39x15	39	15	39.02	15.05	18111.8	9441.4	1
39x17	39	17	38.95	17.04	18085.9	10238.8	1
39x19	39	19	39.02	19.04	18109.7	11041.2	3
39x21	39	21	38.97	21.01	18093.4	11832.0	0
39x23	39	23	38.99	23.04	18099.6	12644.5	1
39x25	39	25	38.91	24.94	18072.7	13409.6	1
39x27	39	27	39.02	27.01	18111.2	14238.3	1
39x29	39	29	38.95	29.03	18086.1	15048.0	0
39x31	39	31	38.96	31.03	18090.6	15848.4	0
39x33	39	33	38.99	32.98	18099.7	16630.6	0
39x35	39	35	39.0	35.01	18105.3	17447.8	3
39x37	39	37	38.98	37.01	18096.9	18247.5	1
40x16	40	16	40.01	16.07	18468.1	9849.5	1
40x18	40	18	40.03	18.05	18475.1	10643.6	0
40x20	40	20	40.01	20.03	18470.1	11440.9	0
40x22	40	22	39.97	22.02	18454.6	12236.8	0
40x24	40	24	39.96	24.03	18451.5	13042.2	0
40x26	40	26	40.01	26.01	18467.8	13839.1	0
40x28	40	28	39.99	28.01	18460.0	14640.8	1
40x30	40	30	39.94	30.04	18444.8	15454.7	0
40x32	40	32	39.97	32.01	18453.8	16241.9	3
40x34	40	34	39.99	34.02	18462.5	17047.6	4
